Phenotype,Ancestry,Collapsing model,Phenotypic category,P value,No. samples,No. cases,No. cases with QV,Proportion cases with QV,No. controls,No. controls with QV,Proportion controls with QV,Odds ratio,Odds ratio LCI,Odds ratio UCI
Union#I509#Heart failure unspecified,European,raredmg,Chapter IX Diseases of the circulatory system,0.0323,131103,8174,41,0.00501590408612674,122929,865,0.00703658209210195,0.7114,0.5196,0.9739
Union#I616#Intracerebral haemorrhage multiple localized,European,raredmg,Chapter IX Diseases of the circulatory system,0.0816,133023,69,2,0.0289855072463768,132954,910,0.00684447252433172,4.3314,1.0596,17.7055
Union#I64#Stroke not specified as haemorrhage or infarction,European,raredmg,Chapter IX Diseases of the circulatory system,0.0738,152072,18314,104,0.00567871573659495,133758,915,0.00684071233122505,0.8292,0.6765,1.0162
Union#I694#Sequelae of stroke not specified as haemorrhage or infarction,European,raredmg,Chapter IX Diseases of the circulatory system,0.0494,133473,2548,9,0.00353218210361068,130925,896,0.00684361275539431,0.5144,0.2665,0.9931
Union#I71#Aortic aneurysm and dissection,European,raredmg,Chapter IX Diseases of the circulatory system,0.0658,102435,5031,24,0.00477042337507454,97404,681,0.00699149932240976,0.6808,0.4527,1.0238
Union#I710#Dissection of aorta [any part],European,raredmg,Chapter IX Diseases of the circulatory system,0.0851,126352,472,0,0,125880,872,0.0069272322847156,0,,
Union#I73#Other peripheral vascular diseases,European,raredmg,Chapter IX Diseases of the circulatory system,0.0113,163341,13669,68,0.00497476040675982,149672,1015,0.00678149553690737,0.7322,0.5725,0.9366
Union#I730#Raynaud syndrome,European,raredmg,Chapter IX Diseases of the circulatory system,0.0173,171570,3546,13,0.00366610265087422,168024,1154,0.00686806646669523,0.5321,0.3077,0.9201
Union#I739#Peripheral vascular disease unspecified,European,raredmg,Chapter IX Diseases of the circulatory system,0.0451,120410,6666,32,0.0048004800480048,113744,781,0.0068662962441975,0.6977,0.4895,0.9944
Union#I74#Arterial embolism and thrombosis,European,raredmg,Chapter IX Diseases of the circulatory system,0.0585,114948,2124,7,0.00329566854990584,112824,766,0.00678933560235411,0.4837,0.2295,1.0194
Union#I77#Other disorders of arteries and arterioles,European,raredmg,Chapter IX Diseases of the circulatory system,0.0266,127892,3488,13,0.00372706422018349,124404,846,0.00680042442365197,0.5464,0.3156,0.9459
Union#I771#Stricture of artery,European,raredmg,Chapter IX Diseases of the circulatory system,0.0815,113471,1828,6,0.00328227571115974,111643,762,0.00682532715889039,0.4792,0.2143,1.0714
Union#I800#Phlebitis and thrombophlebitis of superficial vessels of lower extremities,European,raredmg,Chapter IX Diseases of the circulatory system,0.0107,153568,710,11,0.0154929577464789,152858,1038,0.0067906161273862,2.3017,1.2648,4.1886
Union#I831#Varicose veins of lower extremities with inflammation,European,raredmg,Chapter IX Diseases of the circulatory system,0.0608,144758,1325,15,0.0113207547169811,143433,969,0.00675576750120265,1.6835,1.008,2.8115
Union#I86#Varicose veins of other sites,European,raredmg,Chapter IX Diseases of the circulatory system,0.0665,97723,2195,8,0.00364464692482916,95528,667,0.00698224604304497,0.5202,0.2588,1.046
Union#I871#Compression of vein,European,raredmg,Chapter IX Diseases of the circulatory system,0.0802,140000,328,5,0.0152439024390244,139672,967,0.00692336330832236,2.2204,0.9159,5.383
Union#I88#Nonspecific lymphadenitis,European,raredmg,Chapter IX Diseases of the circulatory system,0.0822,172799,445,0,0,172354,1193,0.0069218004804066,0,,
131457#Source of report of J18 (Pneumonia organism unspecified),European,raredmg,Chapter X Diseases of the respiratory system,0.0821,381677,36706,223,0.00607530104070179,344971,2370,0.00687014270764789,0.8836,0.7699,1.0141
131465#Source of report of J30 (Vasomotor and allergic rhinitis),European,raredmg,Chapter X Diseases of the respiratory system,0.0955,459449,46442,344,0.00740708841135179,413007,2782,0.00673596331297048,1.1004,0.9834,1.2313
20002#1113#emphysema|chronic bronchitis,European,raredmg,Chapter X Diseases of the respiratory system,0.0122,345628,9903,87,0.00878521660102999,335725,2226,0.00663042668850994,1.3279,1.0708,1.6466
20002#1412#bronchitis,European,raredmg,Chapter X Diseases of the respiratory system,0.0579,355782,3392,32,0.00943396226415094,352390,2370,0.00672550299384205,1.4066,0.9907,1.9969
40001#J449#Chronic obstructive pulmonary disease unspecified,European,raredmg,Chapter X Diseases of the respiratory system,0.0373,340761,445,7,0.0157303370786517,340316,2355,0.00692003902255551,2.2935,1.0858,4.8447
40002#Block J09-J18#J09-J18 Influenza and pneumonia,European,raredmg,Chapter X Diseases of the respiratory system,0.0142,317702,4599,18,0.00391389432485323,313103,2125,0.00678690399006078,0.575,0.3612,0.9153
40002#Block J90-J94#J90-J94 Other diseases of pleura,European,raredmg,Chapter X Diseases of the respiratory system,0.0639,318433,133,3,0.0225563909774436,318300,2177,0.00683945962928055,3.351,1.066,10.5342
40002#Chapter X#Chapter X Diseases of the respiratory system,European,raredmg,Chapter X Diseases of the respiratory system,0.0129,323035,9024,42,0.00465425531914894,314011,2131,0.00678638646416845,0.6844,0.5039,0.9295
40002#J18#Pneumonia organism unspecified,European,raredmg,Chapter X Diseases of the respiratory system,0.0214,317663,4515,18,0.00398671096345515,313148,2120,0.0067699618071966,0.5872,0.3689,0.9348
40002#J189#Pneumonia unspecified,European,raredmg,Chapter X Diseases of the respiratory system,0.0472,317914,3063,12,0.0039177277179236,314851,2181,0.0069270861455101,0.5639,0.3194,0.9955
40002#J44#Other chronic obstructive pulmonary disease,European,raredmg,Chapter X Diseases of the respiratory system,0.078,315485,2349,9,0.00383141762452107,313136,2158,0.00689157426804967,0.5542,0.2876,1.068
40002#J449#Chronic obstructive pulmonary disease unspecified,European,raredmg,Chapter X Diseases of the respiratory system,0.0989,314931,2322,9,0.00387596899224806,312609,2157,0.00689999328234312,0.56,0.2906,1.0792
40002#J90#Pleural effusion not elsewhere classified,European,raredmg,Chapter X Diseases of the respiratory system,0.0092,340936,62,3,0.0483870967741936,340874,2354,0.00690577750136414,7.3122,2.2906,23.3424
41202#J151#Pneumonia due to Pseudomonas,European,raredmg,Chapter X Diseases of the respiratory system,0.0824,405449,149,3,0.0201342281879195,405300,2758,0.00680483592400691,2.9991,0.9555,9.4129
41202#J189#Pneumonia unspecified,European,raredmg,Chapter X Diseases of the respiratory system,0.0536,331174,7433,37,0.00497780169514328,323741,2214,0.00683880015197334,0.7265,0.5245,1.0062
41202#J32#Chronic sinusitis,European,raredmg,Chapter X Diseases of the respiratory system,0.0597,407395,2095,7,0.00334128878281623,405300,2758,0.00680483592400691,0.4893,0.2328,1.0286
41202#J320#Chronic maxillary sinusitis,European,raredmg,Chapter X Diseases of the respiratory system,0.0862,405783,483,0,0,405300,2758,0.00680483592400691,0,,
41202#J343#Hypertrophy of nasal turbinates,European,raredmg,Chapter X Diseases of the respiratory system,0.0833,338938,631,8,0.0126782884310618,338307,2300,0.00679855870555442,1.876,0.9329,3.7724
41202#J380#Paralysis of vocal cords and larynx,European,raredmg,Chapter X Diseases of the respiratory system,0.0772,405534,234,4,0.0170940170940171,405300,2758,0.00680483592400691,2.5383,0.9439,6.8258
41202#J43#Emphysema,European,raredmg,Chapter X Diseases of the respiratory system,0.0284,297708,422,7,0.0165876777251185,297286,2043,0.00687217023337796,2.4376,1.1534,5.1516
41202#J439#Emphysema unspecified,European,raredmg,Chapter X Diseases of the respiratory system,0.0217,298356,400,7,0.0175,297956,2040,0.00684664849843601,2.5837,1.2221,5.4623
41202#J86#Pyothorax,European,raredmg,Chapter X Diseases of the respiratory system,0.0691,269773,412,6,0.0145631067961165,269361,1863,0.0069163687393498,2.1219,0.9465,4.7573
41202#J91#Pleural effusion in conditions classified elsewhere,European,raredmg,Chapter X Diseases of the respiratory system,0.0153,405376,76,3,0.0394736842105263,405300,2758,0.00680483592400691,5.9981,1.8893,19.0426
Union#Block J09-J18#J09-J18 Influenza and pneumonia,European,raredmg,Chapter X Diseases of the respiratory system,0.0992,202371,32742,201,0.00613890415979476,169629,1183,0.00697404335343603,0.8795,0.757,1.0218
Union#Block J80-J84#J80-J84 Other respiratory diseases principally affecting the interstitium,European,raredmg,Chapter X Diseases of the respiratory system,0.0888,168696,5616,29,0.00516381766381766,163080,1169,0.007168260976208,0.7189,0.4969,1.0402
Union#Block J95-J99#J95-J99 Other diseases of the respiratory system,European,raredmg,Chapter X Diseases of the respiratory system,0.0214,197000,20864,118,0.00565567484662577,176136,1242,0.00705136939637553,0.8009,0.6628,0.9679
Union#J157#Pneumonia due to Mycoplasma pneumoniae,European,raredmg,Chapter X Diseases of the respiratory system,0.0622,169928,129,3,0.0232558139534884,169799,1183,0.00696706105454096,3.3936,1.0784,10.6795
Union#J18#Pneumonia organism unspecified,European,raredmg,Chapter X Diseases of the respiratory system,0.064,211278,36765,223,0.0060655514755882,174513,1211,0.00693931111149313,0.8733,0.7567,1.0078
Union#J189#Pneumonia unspecified,European,raredmg,Chapter X Diseases of the respiratory system,0.0313,178377,14417,79,0.00547964208920025,163960,1150,0.00701390583069041,0.78,0.6206,0.9804
Union#J320#Chronic maxillary sinusitis,European,raredmg,Chapter X Diseases of the respiratory system,0.0525,189898,799,1,0.00125156445556946,189099,1353,0.00715498231085305,0.1739,0.0244,1.2369
Union#J385#Laryngeal spasm,European,raredmg,Chapter X Diseases of the respiratory system,0.0112,213582,123,4,0.032520325203252,213459,1490,0.0069802631887154,4.7819,1.7633,12.9678
Union#J981#Pulmonary collapse,European,raredmg,Chapter X Diseases of the respiratory system,0.0329,190850,9199,47,0.00510925100554408,181651,1269,0.0069859235567104,0.73,0.5452,0.9774
Union#J988#Other specified respiratory disorders,European,raredmg,Chapter X Diseases of the respiratory system,0.0837,179580,453,0,0,179127,1263,0.00705086335393324,0,,
131557#Source of report of K02 (Dental caries),European,raredmg,Chapter XI Diseases of the digestive system,0.0878,427583,5678,28,0.00493131384290243,421905,2892,0.0068546236712056,0.718,0.4944,1.0428
131561#Source of report of K04 (Diseases of pulp and periapical tissues),European,raredmg,Chapter XI Diseases of the digestive system,0.0062,420755,7728,73,0.00944616977225673,413027,2779,0.00672837368985563,1.4078,1.1146,1.778
131569#Source of report of K08 (Other disorders of teeth and supporting structures),European,raredmg,Chapter XI Diseases of the digestive system,0.0242,459449,5022,48,0.00955794504181601,454427,3078,0.00677336513895521,1.4151,1.0626,1.8845
131573#Source of report of K10 (Other diseases of jaws),European,raredmg,Chapter XI Diseases of the digestive system,0.0642,394153,1849,6,0.00324499729583559,392304,2697,0.0068747705860761,0.4703,0.2108,1.0491
131611#Source of report of K38 (Other diseases of appendix),European,raredmg,Chapter XI Diseases of the digestive system,0.0755,422250,610,8,0.0131147540983607,421640,2868,0.00680201119438384,1.9404,0.965,3.9017
131617#Source of report of K42 (Umbilical hernia),European,raredmg,Chapter XI Diseases of the digestive system,0.0226,293132,8453,41,0.00485034898852478,284679,1966,0.00690602397788386,0.7009,0.514,0.9556
131627#Source of report of K50 (Crohn disease [regional enteritis]),European,raredmg,Chapter XI Diseases of the digestive system,0.0646,459449,3172,13,0.00409836065573771,456277,3113,0.00682260994965777,0.5991,0.3471,1.034
131645#Source of report of K61 (Abscess of anal and rectal regions),European,raredmg,Chapter XI Diseases of the digestive system,0.094,314384,3004,28,0.00932090545938748,311380,2112,0.00678270922987989,1.3777,0.9473,2.0038
131647#Source of report of K62 (Other diseases of anus and rectum),European,raredmg,Chapter XI Diseases of the digestive system,0.0944,423390,45184,277,0.00613048866855524,378206,2580,0.00682167919070559,0.8981,0.7931,1.0169
131669#Source of report of K75 (Other inflammatory liver diseases),European,raredmg,Chapter XI Diseases of the digestive system,0.0583,430854,3039,12,0.00394866732477789,427815,2910,0.00680200553977771,0.5789,0.328,1.0216
131675#Source of report of K80 (Cholelithiasis),European,raredmg,Chapter XI Diseases of the digestive system,0.0156,364687,32891,191,0.00580705968197987,331796,2307,0.00695306754752921,0.8342,0.7194,0.9673
20002#1136#liver|biliary|pancreas problem,European,raredmg,Chapter XI Diseases of the digestive system,0.0258,371631,12920,68,0.00526315789473684,358711,2476,0.00690249253577392,0.7612,0.5979,0.9693
20002#1154#irritable bowel syndrome,European,raredmg,Chapter XI Diseases of the digestive system,0.0939,285958,10807,59,0.00545942444711761,275151,1877,0.00682170880716407,0.7992,0.6163,1.0364
20002#1457#duodenal ulcer,European,raredmg,Chapter XI Diseases of the digestive system,0.0944,275711,1890,7,0.0037037037037037,273821,1895,0.0069205795026678,0.5334,0.2536,1.1221
20002#1460#rectal or colon adenoma|polyps,European,raredmg,Chapter XI Diseases of the digestive system,0.0974,386943,1387,4,0.00288392213410238,385556,2626,0.00681094315741423,0.4218,0.1579,1.1262
20002#1461#inflammatory bowel disease,European,raredmg,Chapter XI Diseases of the digestive system,0.0517,385372,3929,17,0.00432680071264953,381443,2630,0.00689487026895237,0.6259,0.3881,1.0095
20002#1509#gastroenteritis|dysentry,European,raredmg,Chapter XI Diseases of the digestive system,0.0443,446635,115,3,0.0260869565217391,446520,3035,0.00679700797276718,3.914,1.2428,12.3269
20002#7#bowel problem,European,raredmg,Chapter XI Diseases of the digestive system,0.0029,402395,30547,166,0.00543424886240875,371848,2556,0.00687377638174738,0.7894,0.6744,0.924
20002#9#gastrointestinal|abdominal,European,raredmg,Chapter XI Diseases of the digestive system,0.0824,439225,74599,471,0.00631375755707181,364626,2513,0.00689199343985344,0.9156,0.8295,1.0106
40001#Block K70-K77#K70-K77 Diseases of liver,European,raredmg,Chapter XI Diseases of the digestive system,0.0255,289825,617,0,0,289208,1957,0.00676675610633177,0,,
40001#Chapter XI#Chapter XI Diseases of the digestive system,European,raredmg,Chapter XI Diseases of the digestive system,0.0687,337208,1635,5,0.00305810397553517,335573,2301,0.00685692829876063,0.4443,0.1845,1.0699
40002#K566#Other and unspecified intestinal obstruction,European,raredmg,Chapter XI Diseases of the digestive system,0.0963,456274,253,4,0.0158102766798419,456021,3108,0.00681547560309723,2.341,0.8712,6.2904
41202#Block K90-K93#K90-K93 Other diseases of the digestive system,European,raredmg,Chapter XI Diseases of the digestive system,0.0842,238660,16402,129,0.00786489452505792,222258,1489,0.0066994213931557,1.1753,0.9812,1.408
41202#K045#Chronic apical periodontitis,European,raredmg,Chapter XI Diseases of the digestive system,0.0956,220655,665,8,0.0120300751879699,219990,1481,0.00673212418746307,1.7965,0.893,3.6143
41202#K047#Periapical abscess without sinus,European,raredmg,Chapter XI Diseases of the digestive system,0.0112,240137,1206,16,0.0132669983416252,238931,1591,0.00665882618831378,2.0057,1.2217,3.2928
41202#K071#Anomalies of jaw-cranial base relationship,European,raredmg,Chapter XI Diseases of the digestive system,0.0303,189705,40,2,0.05,189665,1286,0.00678037592597475,7.7097,1.858,31.9915
41202#K08#Other disorders of teeth and supporting structures,European,raredmg,Chapter XI Diseases of the digestive system,0.0681,257632,3685,34,0.00922659430122117,253947,1707,0.00672187503691715,1.3761,0.9784,1.9353
41202#K083#Retained dental root,European,raredmg,Chapter XI Diseases of the digestive system,0.0793,233815,2434,24,0.00986031224322103,231381,1555,0.00672051724212446,1.4718,0.9815,2.2071
41202#K132#Leukoplakia and other disturbances of oral epithelium including tongue,European,raredmg,Chapter XI Diseases of the digestive system,0.0892,254449,502,7,0.0139442231075697,253947,1707,0.00672187503691715,2.0896,0.9895,4.4129
41202#K221#Ulcer of oesophagus,European,raredmg,Chapter XI Diseases of the digestive system,0.0551,183903,4646,42,0.00904003443822643,179257,1191,0.00664409200198598,1.3639,1.0012,1.8579
41202#K44#Diaphragmatic hernia,European,raredmg,Chapter XI Diseases of the digestive system,0.0976,241874,16946,131,0.00773043786144223,224928,1496,0.0066510172143975,1.1636,0.9726,1.392
41202#K551#Chronic vascular disorders of intestine,European,raredmg,Chapter XI Diseases of the digestive system,0.089,254021,74,2,0.027027027027027,253947,1707,0.00672187503691715,4.1047,1.0063,16.7429
41202#K605#Anorectal fistula,European,raredmg,Chapter XI Diseases of the digestive system,0.0258,181122,94,3,0.0319148936170213,181028,1214,0.00670614490576044,4.883,1.5438,15.4444
41202#K639#Disease of intestine unspecified,European,raredmg,Chapter XI Diseases of the digestive system,0.0725,254722,775,1,0.00129032258064516,253947,1707,0.00672187503691715,0.1909,0.0268,1.3579
41202#K643#Fourth degree haemorrhoids,European,raredmg,Chapter XI Diseases of the digestive system,0.0159,205314,213,5,0.0234741784037559,205101,1392,0.00678690011262744,3.5179,1.4467,8.5542
41202#K74#Fibrosis and cirrhosis of liver,European,raredmg,Chapter XI Diseases of the digestive system,0.0985,204506,657,8,0.0121765601217656,203849,1402,0.00687763982163268,1.78,0.8846,3.5815
41202#K746#Other and unspecified cirrhosis of liver,European,raredmg,Chapter XI Diseases of the digestive system,0.0804,170654,448,6,0.0133928571428571,170206,1127,0.00662138820018096,2.0365,0.9081,4.5675
41202#K805#Calculus of bile duct without cholangitis or cholecystitis,European,raredmg,Chapter XI Diseases of the digestive system,0.0955,227929,3949,18,0.00455811597872879,223980,1530,0.00683096705062952,0.6657,0.4179,1.0607
41202#K828#Other specified diseases of gallbladder,European,raredmg,Chapter XI Diseases of the digestive system,0.0976,214031,362,5,0.0138121546961326,213669,1426,0.00667387407625814,2.0846,0.861,5.0468
41202#K851#Biliary acute pancreatitis,European,raredmg,Chapter XI Diseases of the digestive system,0.0503,254748,801,1,0.00124843945068664,253947,1707,0.00672187503691715,0.1847,0.026,1.3137
41202#K92#Other diseases of digestive system,European,raredmg,Chapter XI Diseases of the digestive system,0.0648,229055,13290,108,0.00812641083521445,215765,1456,0.00674808240446782,1.2059,0.991,1.4674
41202#K921#Melaena,European,raredmg,Chapter XI Diseases of the digestive system,0.0978,195613,2725,26,0.00954128440366972,192888,1301,0.00674484675044586,1.4186,0.9604,2.0954
Union#Block K55-K64#K55-K64 Other diseases of intestines,European,raredmg,Chapter XI Diseases of the digestive system,0.0559,291266,134340,860,0.0064016674110466,156926,1096,0.00698418362795203,0.9161,0.8376,1.0019
Union#Block K65-K67#K65-K67 Diseases of peritoneum,European,raredmg,Chapter XI Diseases of the digestive system,0.0639,175596,10224,55,0.00537949921752739,165372,1152,0.00696611276395037,0.771,0.5878,1.0113
Union#Block K80-K87#K80-K87 Disorders of gallbladder biliary tract and pancreas,European,raredmg,Chapter XI Diseases of the digestive system,0.0179,181133,34403,202,0.00587158096677615,146730,1032,0.00703332651809446,0.8338,0.7168,0.97
Union#K02#Dental caries,European,raredmg,Chapter XI Diseases of the digestive system,0.0718,153772,5678,28,0.00493131384290243,148094,1034,0.00698205193998406,0.7048,0.4838,1.0269
Union#K04#Diseases of pulp and periapical tissues,European,raredmg,Chapter XI Diseases of the digestive system,0.0124,163936,7804,74,0.00948231676063557,156132,1083,0.00693643839827838,1.3705,1.0818,1.7364
Union#K047#Periapical abscess without sinus,European,raredmg,Chapter XI Diseases of the digestive system,0.0002298,167121,1749,27,0.0154373927958834,165372,1152,0.00696611276395037,2.2351,1.5216,3.2833
Union#K071#Anomalies of jaw-cranial base relationship,European,raredmg,Chapter XI Diseases of the digestive system,0.0622,165430,58,2,0.0344827586206897,165372,1152,0.00696611276395037,5.0911,1.2409,20.8876
Union#K08#Other disorders of teeth and supporting structures,European,raredmg,Chapter XI Diseases of the digestive system,0.0395,163405,5022,48,0.00955794504181601,158383,1108,0.00699570029611764,1.3698,1.0246,1.8313
Union#K083#Retained dental root,European,raredmg,Chapter XI Diseases of the digestive system,0.0917,151306,2906,28,0.00963523743977977,148400,1034,0.00696765498652291,1.3866,0.9509,2.0219
Union#K10#Other diseases of jaws,European,raredmg,Chapter XI Diseases of the digestive system,0.0485,148236,1849,6,0.00324499729583559,146387,1025,0.00700198788143756,0.4617,0.2067,1.0314
Union#K122#Cellulitis and abscess of mouth,European,raredmg,Chapter XI Diseases of the digestive system,0.0215,133509,300,6,0.02,133209,946,0.00710162226276002,2.8533,1.2683,6.4192
Union#K132#Leukoplakia and other disturbances of oral epithelium including tongue,European,raredmg,Chapter XI Diseases of the digestive system,0.0646,165931,559,8,0.0143112701252236,165372,1152,0.00696611276395037,2.0697,1.0274,4.1695
Union#K14#Diseases of tongue,European,raredmg,Chapter XI Diseases of the digestive system,0.0939,159999,3832,18,0.0046972860125261,156167,1090,0.00697970762068811,0.6714,0.421,1.071
Union#K228#Other specified diseases of oesophagus,European,raredmg,Chapter XI Diseases of the digestive system,0.0942,160117,2980,13,0.00436241610738255,157137,1103,0.00701935253950375,0.6198,0.3583,1.0722
Union#K38#Other diseases of appendix,European,raredmg,Chapter XI Diseases of the digestive system,0.0811,165982,610,8,0.0131147540983607,165372,1152,0.00696611276395037,1.8944,0.9408,3.8146
Union#K381#Appendicular concretions,European,raredmg,Chapter XI Diseases of the digestive system,0.0215,165522,150,4,0.0266666666666667,165372,1152,0.00696611276395037,3.9055,1.4439,10.5636
Union#K42#Umbilical hernia,European,raredmg,Chapter XI Diseases of the digestive system,0.0266,109981,8457,41,0.00484805486579165,101524,701,0.00690477128560734,0.7007,0.511,0.9608
Union#K429#Umbilical hernia without obstruction or gangrene,European,raredmg,Chapter XI Diseases of the digestive system,0.052,105729,6496,32,0.00492610837438424,99233,691,0.00696340934971229,0.706,0.4949,1.0072
Union#K46#Unspecified abdominal hernia,European,raredmg,Chapter XI Diseases of the digestive system,0.074,102572,4952,23,0.00464458804523425,97620,668,0.00684286006965786,0.6773,0.4465,1.0273
Union#K50#Crohn disease [regional enteritis],European,raredmg,Chapter XI Diseases of the digestive system,0.0842,168563,3191,14,0.00438733939204011,165372,1152,0.00696611276395037,0.6282,0.3704,1.0653
Union#K594#Anal spasm,European,raredmg,Chapter XI Diseases of the digestive system,0.03,165468,96,3,0.03125,165372,1152,0.00696611276395037,4.5985,1.4543,14.5398
Union#K605#Anorectal fistula,European,raredmg,Chapter XI Diseases of the digestive system,0.0464,119091,116,3,0.0258620689655172,118975,816,0.00685858373607901,3.8443,1.219,12.1241
Union#K62#Other diseases of anus and rectum,European,raredmg,Chapter XI Diseases of the digestive system,0.0727,192355,46462,284,0.00611252206103913,145893,1006,0.0068954644842453,0.8858,0.7761,1.0109
Union#K639#Disease of intestine unspecified,European,raredmg,Chapter XI Diseases of the digestive system,0.0873,149599,1517,5,0.003295978905735,148082,1037,0.00700287678448427,0.4689,0.1945,1.1306
Union#K643#Fourth degree haemorrhoids,European,raredmg,Chapter XI Diseases of the digestive system,0.089,145102,332,5,0.0150602409638554,144770,1023,0.00706638115631692,2.1485,0.8864,5.2077
Union#K75#Other inflammatory liver diseases,European,raredmg,Chapter XI Diseases of the digestive system,0.0756,149665,4294,20,0.00465766185374942,145371,1021,0.00702340907058492,0.6616,0.4246,1.0309
Union#K769#Liver disease unspecified,European,raredmg,Chapter XI Diseases of the digestive system,0.0451,136676,2083,7,0.00336053768602977,134593,942,0.0069988780991582,0.4784,0.2272,1.0075
Union#K80#Cholelithiasis,European,raredmg,Chapter XI Diseases of the digestive system,0.0289,168363,33175,192,0.00578749058025622,135188,929,0.00687191170813978,0.8413,0.7199,0.9832
Union#K82#Other diseases of gallbladder,European,raredmg,Chapter XI Diseases of the digestive system,0.0635,138542,12190,66,0.00541427399507793,126352,869,0.00687761175129796,0.7861,0.6116,1.0103
Union#K820#Obstruction of gallbladder,European,raredmg,Chapter XI Diseases of the digestive system,0.0012,165402,30,3,0.1,165372,1152,0.00696611276395037,15.8391,4.7983,52.2849
131703#Source of report of L03 (Cellulitis),European,raredmg,Chapter XII Diseases of the skin and subcutaneous tissue,0.0392,410363,31605,245,0.00775193798449612,378758,2557,0.00675101251986757,1.1494,1.0077,1.3111
131741#Source of report of L30 (Other dermatitis),European,raredmg,Chapter XII Diseases of the skin and subcutaneous tissue,0.0673,452108,45908,342,0.00744968197264094,406200,2725,0.00670851797144264,1.1113,0.9927,1.2441
131795#Source of report of L72 (Follicular cysts of skin and subcutaneous tissue),European,raredmg,Chapter XII Diseases of the skin and subcutaneous tissue,0.0094,443463,15298,79,0.00516407373512878,428165,2956,0.0069038805133535,0.7467,0.5968,0.9342
131797#Source of report of L73 (Other follicular disorders),European,raredmg,Chapter XII Diseases of the skin and subcutaneous tissue,0.0099,387231,3538,12,0.00339174674957603,383693,2627,0.00684661956303607,0.4937,0.2797,0.8713
20002#1452#eczema|dermatitis,European,raredmg,Chapter XII Diseases of the skin and subcutaneous tissue,0.0607,446356,11704,97,0.00828776486671223,434652,2961,0.00681234642886723,1.2184,0.9945,1.4927
20002#1660#rosacea,European,raredmg,Chapter XII Diseases of the skin and subcutaneous tissue,0.0118,435374,722,0,0,434652,2961,0.00681234642886723,0,,
41202#Block L60-L75#L60-L75 Disorders of skin appendages,European,raredmg,Chapter XII Diseases of the skin and subcutaneous tissue,0.0913,402654,12905,72,0.00557923285548237,389749,2668,0.00684543129039459,0.814,0.6437,1.0294
41202#L033#Cellulitis of trunk,European,raredmg,Chapter XII Diseases of the skin and subcutaneous tissue,0.0825,359998,448,0,0,359550,2479,0.00689472952301488,0,,
41202#L72#Follicular cysts of skin and subcutaneous tissue,European,raredmg,Chapter XII Diseases of the skin and subcutaneous tissue,0.0501,400260,10793,57,0.00528120077828222,389467,2668,0.00685038783773722,0.7697,0.5917,1.0013
41202#L721#Trichilemmal cyst,European,raredmg,Chapter XII Diseases of the skin and subcutaneous tissue,0.0811,384205,6567,33,0.0050251256281407,377638,2575,0.0068186993893623,0.7356,0.5214,1.0379
41202#L84#Corns and callosities,European,raredmg,Chapter XII Diseases of the skin and subcutaneous tissue,0.0787,329075,145,3,0.0206896551724138,328930,2255,0.00685556197367221,3.0606,0.9747,9.6104
41202#L92#Granulomatous disorders of skin and subcutaneous tissue,European,raredmg,Chapter XII Diseases of the skin and subcutaneous tissue,0.0255,376260,610,0,0,375650,2561,0.00681751630507121,0,,
Union#Block L60-L75#L60-L75 Disorders of skin appendages,European,raredmg,Chapter XII Diseases of the skin and subcutaneous tissue,0.0697,275858,15382,87,0.00565596151345729,260476,1799,0.00690658640335386,0.8179,0.6592,1.0149
Union#L03#Cellulitis,European,raredmg,Chapter XII Diseases of the skin and subcutaneous tissue,0.0865,272984,31761,248,0.00780831837788483,241223,1674,0.00693963676763824,1.1262,0.9851,1.2875
Union#L049#Acute lymphadenitis unspecified,European,raredmg,Chapter XII Diseases of the skin and subcutaneous tissue,0.0311,269017,40,2,0.05,268977,1850,0.00687791149429133,7.5996,1.832,31.5246
Union#L500#Allergic urticaria,European,raredmg,Chapter XII Diseases of the skin and subcutaneous tissue,0.0307,269147,170,4,0.0235294117647059,268977,1850,0.00687791149429133,3.4793,1.2892,9.3899
Union#L570#Actinic keratosis,European,raredmg,Chapter XII Diseases of the skin and subcutaneous tissue,0.0844,230302,6102,31,0.00508030154047853,224200,1556,0.00694023193577163,0.7306,0.5116,1.0435
Union#L603#Nail dystrophy,European,raredmg,Chapter XII Diseases of the skin and subcutaneous tissue,0.0968,269053,76,2,0.0263157894736842,268977,1850,0.00687791149429133,3.9025,0.9573,15.9092
Union#L72#Follicular cysts of skin and subcutaneous tissue,European,raredmg,Chapter XII Diseases of the skin and subcutaneous tissue,0.0127,275995,15298,79,0.00516407373512878,260697,1786,0.00685086518065033,0.7525,0.6003,0.9433
Union#L73#Other follicular disorders,European,raredmg,Chapter XII Diseases of the skin and subcutaneous tissue,0.0098,231178,3538,12,0.00339174674957603,227640,1573,0.00691003338604815,0.4891,0.2769,0.864
Union#L892#Stage III decubitus ulcer,European,raredmg,Chapter XII Diseases of the skin and subcutaneous tissue,0.052,200554,837,1,0.001194743130227,199717,1354,0.00677959312427084,0.1752,0.0246,1.2465
120001#Ever had rheumatoid arthritis affecting one or more joints,European,raredmg,Chapter XIII Diseases of the musculoskeletal system and connective tissue,0.0268,135132,9995,86,0.00860430215107554,125137,834,0.00666469549373886,1.2936,1.0351,1.6166
