Phenotype,Ancestry,Collapsing model,Phenotypic category,P value,No. samples,No. cases,No. cases with QV,Proportion cases with QV,No. controls,No. controls with QV,Proportion controls with QV,Odds ratio,Odds ratio LCI,Odds ratio UCI
Union#H53#Visual disturbances,European,raredmg,Chapter VII Diseases of the eye and adnexa,0.0427,296060,13137,57,0.00433889015757022,282923,922,0.00325883721012431,1.3329,1.0194,1.7427
Union#H540#Blindness binocular,European,raredmg,Chapter VII Diseases of the eye and adnexa,0.0899,258874,716,5,0.00698324022346369,258158,847,0.00328093648075984,2.1364,0.8842,5.1619
Union#H570#Anomalies of pupillary function,European,raredmg,Chapter VII Diseases of the eye and adnexa,0.0399,283312,389,4,0.0102827763496144,282923,922,0.00325883721012431,3.1777,1.1841,8.5281
20002#1414#throat or larynx disorder,European,raredmg,Chapter VIII Diseases of the ear and mastoid process,0.0309,434731,3795,5,0.00131752305665349,430936,1419,0.00329283234633449,0.3993,0.1659,0.9615
41202#H903#Sensorineural hearing loss bilateral,European,raredmg,Chapter VIII Diseases of the ear and mastoid process,0.049,449945,107,2,0.0186915887850467,449838,1480,0.00329007331528239,5.7704,1.423,23.3999
Union#Block H80-H83#H80-H83 Diseases of inner ear,European,raredmg,Chapter VIII Diseases of the ear and mastoid process,0.0866,209113,5055,10,0.0019782393669634,204058,709,0.00347450234737183,0.5685,0.3044,1.0619
Union#Block H90-H95#H90-H95 Other disorders of ear,European,raredmg,Chapter VIII Diseases of the ear and mastoid process,0.028,179045,16963,43,0.0025349289630372,162082,578,0.00356609617354179,0.7101,0.5207,0.9684
Union#Chapter VIII#Chapter VIII Diseases of the ear and mastoid process,European,raredmg,Chapter VIII Diseases of the ear and mastoid process,0.0217,198035,25703,64,0.00248998171419679,172332,579,0.00335979388621962,0.7405,0.5718,0.9589
Union#H81#Disorders of vestibular function,European,raredmg,Chapter VIII Diseases of the ear and mastoid process,0.0681,198478,12470,31,0.002485966319166,186008,649,0.00348909724312933,0.7118,0.4962,1.021
Union#H92#Otalgia and effusion of ear,European,raredmg,Chapter VIII Diseases of the ear and mastoid process,0.0584,209946,15051,38,0.00252474918610059,194895,676,0.00346853433900305,0.7272,0.5243,1.0087
131281#Source of report of I07 (Rheumatic tricuspid valve diseases),European,raredmg,Chapter IX Diseases of the circulatory system,0.0607,413600,1857,11,0.00592353257942919,411743,1339,0.0032520285712204,1.8264,1.0072,3.3118
131287#Source of report of I10 (Essential (primary) hypertension) hypertension),European,raredmg,Chapter IX Diseases of the circulatory system,0.0224,399403,183262,639,0.00348681123200664,216141,664,0.00307206869589759,1.1355,1.0184,1.266
131401#Source of report of I82 (Other venous embolism and thrombosis),European,raredmg,Chapter IX Diseases of the circulatory system,0.0919,422967,1374,8,0.00582241630276565,421593,1355,0.00321400023245168,1.8163,0.9046,3.6468
131413#Source of report of I88 (Nonspecific lymphadenitis),European,raredmg,Chapter IX Diseases of the circulatory system,0.0598,459449,445,4,0.00898876404494382,459004,1499,0.00326576674713074,2.7683,1.033,7.4185
131417#Source of report of I95 (Hypotension),European,raredmg,Chapter IX Diseases of the circulatory system,0.0413,391639,20922,53,0.0025332186215467,370717,1247,0.00336375186462989,0.7525,0.5714,0.9909
131421#Source of report of I98 (Other disorders of circulatory system in diseases classified elsewhere),European,raredmg,Chapter IX Diseases of the circulatory system,0.0194,303486,638,6,0.00940438871473354,302848,985,0.00325245667793745,2.9094,1.299,6.5165
20002#1065#hypertension,European,raredmg,Chapter IX Diseases of the circulatory system,0.078,374038,122228,433,0.0035425598062637,251810,802,0.00318494102696478,1.1127,0.9897,1.2509
20002#1584#mitral valve disease,European,raredmg,Chapter IX Diseases of the circulatory system,0.0677,307326,290,3,0.0103448275862069,307036,984,0.00320483591500671,3.2512,1.0406,10.1578
2335#Chest pain or discomfort,European,raredmg,Chapter IX Diseases of the circulatory system,0.0283,406093,72370,267,0.00368937405002073,333723,1058,0.00317029392640004,1.1643,1.0178,1.3319
40001#I489#Atrial fibrillation and atrial flutter unspecified,European,raredmg,Chapter IX Diseases of the circulatory system,0.0938,444269,156,2,0.0128205128205128,444113,1458,0.0032829482586639,3.9429,0.9764,15.923
40002#I42#Cardiomyopathy,European,raredmg,Chapter IX Diseases of the circulatory system,0.0818,267360,147,2,0.0136054421768707,267213,858,0.00321092162432217,4.2819,1.059,17.313
40002#I679#Cerebrovascular disease unspecified,European,raredmg,Chapter IX Diseases of the circulatory system,0.0716,318252,291,3,0.0103092783505155,317961,1040,0.00327084139249782,3.1743,1.0161,9.9165
41202#I22#Subsequent myocardial infarction,European,raredmg,Chapter IX Diseases of the circulatory system,0.0986,178043,761,5,0.00657030223390276,177282,563,0.00317573132072066,2.076,0.8582,5.0216
41202#I35#Nonrheumatic aortic valve disorders,European,raredmg,Chapter IX Diseases of the circulatory system,0.0848,229911,2712,14,0.00516224188790561,227199,727,0.00319983802745611,1.6165,0.9513,2.7468
41202#I352#Aortic (valve) stenosis with insufficiency,European,raredmg,Chapter IX Diseases of the circulatory system,0.0536,233511,445,4,0.00898876404494382,233066,732,0.00314074124925987,2.8789,1.0728,7.7253
41202#I499#Cardiac arrhythmia unspecified,European,raredmg,Chapter IX Diseases of the circulatory system,0.0517,246503,611,5,0.00818330605564648,245892,800,0.0032534608689994,2.5278,1.0455,6.1118
41202#I509#Heart failure unspecified,European,raredmg,Chapter IX Diseases of the circulatory system,0.092,232110,1367,8,0.00585223116313094,230743,745,0.00322870032893739,1.8173,0.9036,3.655
41202#I630#Cerebral infarction due to thrombosis of precerebral arteries,European,raredmg,Chapter IX Diseases of the circulatory system,0.0246,204165,76,2,0.0263157894736842,204089,647,0.00317018555630142,8.4983,2.0818,34.6925
41202#I72#Other aneurysm and dissection,European,raredmg,Chapter IX Diseases of the circulatory system,0.0524,224697,619,5,0.00807754442649435,224078,722,0.00322209230714305,2.5192,1.0417,6.0926
41202#I730#Raynaud syndrome,European,raredmg,Chapter IX Diseases of the circulatory system,0.0858,286220,150,2,0.0133333333333333,286070,926,0.00323696997238438,4.1612,1.0295,16.8199
41202#I82#Other venous embolism and thrombosis,European,raredmg,Chapter IX Diseases of the circulatory system,0.0075,348313,368,5,0.0135869565217391,347945,1126,0.00323614364339192,4.2426,1.7519,10.2744
41202#I828#Embolism and thrombosis of other specified veins,European,raredmg,Chapter IX Diseases of the circulatory system,0.0008443,348166,221,5,0.0226244343891403,347945,1126,0.00323614364339192,7.1299,2.9322,17.337
41202#I843#External thrombosed haemorrhoids,European,raredmg,Chapter IX Diseases of the circulatory system,0.0513,240266,260,3,0.0115384615384615,240006,763,0.00317908718948693,3.6602,1.1701,11.4492
41202#I844#External haemorrhoids with other complications,European,raredmg,Chapter IX Diseases of the circulatory system,0.0448,348352,407,4,0.00982800982800983,347945,1126,0.00323614364339192,3.0572,1.1399,8.1995
41202#I952#Hypotension due to drugs,European,raredmg,Chapter IX Diseases of the circulatory system,0.0484,231025,250,3,0.012,230775,745,0.00322825262701766,3.7502,1.1985,11.7345
41202#I98#Other disorders of circulatory system in diseases classified elsewhere,European,raredmg,Chapter IX Diseases of the circulatory system,0.0342,210254,219,3,0.0136986301369863,210035,672,0.00319946675554074,4.3271,1.3812,13.5563
41202#I982#Oesophageal varices without bleeding in diseases classified elsewhere,European,raredmg,Chapter IX Diseases of the circulatory system,0.0222,204094,185,3,0.0162162162162162,203909,652,0.00319750476928434,5.1386,1.6377,16.1234
42003#Source of STEMI report,European,raredmg,Chapter IX Diseases of the circulatory system,0.0685,266673,6981,31,0.0044406245523564,259692,826,0.00318069097238267,1.3979,0.9759,2.0024
6150#4#High blood pressure,European,raredmg,Chapter IX Diseases of the circulatory system,0.0423,403783,123399,427,0.003460319775687,280384,860,0.00306722209541201,1.1286,1.0048,1.2677
Union#I07#Rheumatic tricuspid valve diseases,European,raredmg,Chapter IX Diseases of the circulatory system,0.0567,153476,1857,11,0.00592353257942919,151619,480,0.00316583014002203,1.8763,1.0303,3.4169
Union#I071#Tricuspid insufficiency,European,raredmg,Chapter IX Diseases of the circulatory system,0.0363,148292,1546,10,0.00646830530401035,146746,466,0.00317555504068254,2.0437,1.0901,3.8312
Union#I210#Acute transmural myocardial infarction of anterior wall,European,raredmg,Chapter IX Diseases of the circulatory system,0.0428,100546,2847,16,0.00561995082543028,97699,314,0.00321395305990849,1.7528,1.0592,2.9007
Union#I213#Acute transmural myocardial infarction of unspecified site,European,raredmg,Chapter IX Diseases of the circulatory system,0.065,104854,7023,32,0.00455645735440695,97831,312,0.00318917316596989,1.4307,0.9936,2.0602
Union#I250#Atherosclerotic cardiovascular disease so described,European,raredmg,Chapter IX Diseases of the circulatory system,0.0874,105443,153,2,0.0130718954248366,105290,337,0.00320068382562447,4.1249,1.018,16.7136
Union#I311#Chronic constrictive pericarditis,European,raredmg,Chapter IX Diseases of the circulatory system,0.0288,94413,82,2,0.024390243902439,94331,301,0.00319089164749658,7.8098,1.9111,31.9152
Union#I35#Nonrheumatic aortic valve disorders,European,raredmg,Chapter IX Diseases of the circulatory system,0.0958,134600,8793,37,0.00420789264187422,125807,394,0.00313178122044083,1.3451,0.9596,1.8854
Union#I350#Aortic (valve) stenosis,European,raredmg,Chapter IX Diseases of the circulatory system,0.0188,127798,5727,30,0.00523834468308015,122071,401,0.00328497349902925,1.5978,1.1015,2.3176
Union#I420#Dilated cardiomyopathy,European,raredmg,Chapter IX Diseases of the circulatory system,0.099,112034,1493,1,0.000669792364367046,110541,349,0.00315719959110194,0.2116,0.0297,1.5076
Union#I451#Other and unspecified right bundle-branch block,European,raredmg,Chapter IX Diseases of the circulatory system,0.0924,116390,5801,26,0.00448198586450612,110589,345,0.00311965927895179,1.4387,0.9649,2.1451
Union#I489#Atrial fibrillation and atrial flutter unspecified,European,raredmg,Chapter IX Diseases of the circulatory system,0.0226,149005,25982,104,0.00400277114925718,123023,381,0.00309698186517968,1.2937,1.041,1.6076
Union#I490#Ventricular fibrillation and flutter,European,raredmg,Chapter IX Diseases of the circulatory system,0.061,99574,900,6,0.00666666666666667,98674,300,0.0030403145712143,2.2008,0.9782,4.9511
Union#I630#Cerebral infarction due to thrombosis of precerebral arteries,European,raredmg,Chapter IX Diseases of the circulatory system,0.0389,112311,99,2,0.0202020202020202,112212,350,0.00311909599686308,6.5898,1.6184,26.832
Union#I653#Occlusion and stenosis of multiple and bilateral precerebral arteries,European,raredmg,Chapter IX Diseases of the circulatory system,0.0789,109343,153,2,0.0130718954248366,109190,329,0.00301309643740269,4.3826,1.0815,17.7592
Union#I739#Peripheral vascular disease unspecified,European,raredmg,Chapter IX Diseases of the circulatory system,0.072,120410,6666,13,0.00195019501950195,113744,368,0.00323533549022366,0.602,0.3461,1.0473
Union#I770#Arteriovenous fistula acquired,European,raredmg,Chapter IX Diseases of the circulatory system,0.0707,127306,132,2,0.0151515151515152,127174,417,0.00327897211694214,4.6765,1.1534,18.9615
Union#I780#Hereditary haemorrhagic telangiectasia,European,raredmg,Chapter IX Diseases of the circulatory system,0.0935,193231,160,2,0.0125,193071,616,0.00319053612401655,3.9548,0.9782,15.988
Union#I828#Embolism and thrombosis of other specified veins,European,raredmg,Chapter IX Diseases of the circulatory system,0.0567,153272,614,5,0.00814332247557003,152658,507,0.00332114923554612,2.4639,1.0174,5.9666
Union#I842#Internal haemorrhoids without complication,European,raredmg,Chapter IX Diseases of the circulatory system,0.0246,166641,5142,26,0.00505639828860366,161499,514,0.0031826822457105,1.5917,1.0723,2.3626
Union#I843#External thrombosed haemorrhoids,European,raredmg,Chapter IX Diseases of the circulatory system,0.0719,126842,307,3,0.00977198697068404,126535,392,0.00309795708697198,3.1756,1.0141,9.9442
Union#I844#External haemorrhoids with other complications,European,raredmg,Chapter IX Diseases of the circulatory system,0.0384,159392,579,5,0.00863557858376511,158813,500,0.00314835687254822,2.7581,1.1386,6.6808
Union#I88#Nonspecific lymphadenitis,European,raredmg,Chapter IX Diseases of the circulatory system,0.0565,172799,445,4,0.00898876404494382,172354,551,0.00319690868793298,2.8281,1.053,7.5958
Union#I98#Other disorders of circulatory system in diseases classified elsewhere,European,raredmg,Chapter IX Diseases of the circulatory system,0.015,111891,638,6,0.00940438871473354,111253,339,0.00304710884200876,3.1061,1.3804,6.9893
Union#I982#Oesophageal varices without bleeding in diseases classified elsewhere,European,raredmg,Chapter IX Diseases of the circulatory system,0.011,111474,597,6,0.0100502512562814,110877,337,0.00303940402427916,3.3301,1.4795,7.4954
131431#Source of report of J03 (Acute tonsillitis),European,raredmg,Chapter X Diseases of the respiratory system,0.0521,406527,17705,44,0.00248517367975148,388822,1304,0.00335371969693073,0.7404,0.548,1.0002
22502#Cough on most days,European,raredmg,Chapter X Diseases of the respiratory system,0.083,107686,15745,40,0.002540489044141,91941,315,0.00342611022286031,0.7408,0.5329,1.0299
40002#J96#Respiratory failure not elsewhere classified,European,raredmg,Chapter X Diseases of the respiratory system,0.0867,340669,505,4,0.00792079207920792,340164,1115,0.00327783069343023,2.4278,0.906,6.5054
40002#J969#Respiratory failure unspecified,European,raredmg,Chapter X Diseases of the respiratory system,0.0659,338087,473,4,0.00845665961945032,337614,1072,0.0031752237762652,2.6775,0.9989,7.177
41202#Block J09-J18#J09-J18 Influenza and pneumonia,European,raredmg,Chapter X Diseases of the respiratory system,0.048,353313,19046,46,0.00241520529244986,334267,1090,0.00326086631345601,0.74,0.5508,0.9943
41202#Block J40-J47#J40-J47 Chronic lower respiratory diseases,European,raredmg,Chapter X Diseases of the respiratory system,0.0864,414884,9584,22,0.00229549248747913,405300,1345,0.00331852948433259,0.691,0.4532,1.0535
41202#J10#Influenza due to identified seasonal influenza virus,European,raredmg,Chapter X Diseases of the respiratory system,0.0881,406308,1008,0,0,405300,1345,0.00331852948433259,0,,
41202#J18#Pneumonia organism unspecified,European,raredmg,Chapter X Diseases of the respiratory system,0.0524,348361,17297,41,0.00237035324044632,331064,1070,0.00323200347968973,0.7328,0.5362,1.0014
41202#J189#Pneumonia unspecified,European,raredmg,Chapter X Diseases of the respiratory system,0.003,331174,7433,11,0.001479886990448,323741,1094,0.00337924451953877,0.4371,0.2412,0.792
41202#J30#Vasomotor and allergic rhinitis,European,raredmg,Chapter X Diseases of the respiratory system,0.0514,405409,109,2,0.018348623853211,405300,1345,0.00331852948433259,5.6138,1.3846,22.7616
41202#J304#Allergic rhinitis unspecified,European,raredmg,Chapter X Diseases of the respiratory system,0.0087,405342,42,2,0.0476190476190476,405300,1345,0.00331852948433259,15.0169,3.6256,62.1991
41202#J33#Nasal polyp,European,raredmg,Chapter X Diseases of the respiratory system,0.0517,276059,3469,18,0.00518881522052465,272590,886,0.00325030265233501,1.5995,1.0019,2.5537
41202#J338#Other polyp of sinus,European,raredmg,Chapter X Diseases of the respiratory system,0.0597,291162,633,5,0.00789889415481833,290529,952,0.00327678131959288,2.4218,1.0022,5.8523
41202#J44#Other chronic obstructive pulmonary disease,European,raredmg,Chapter X Diseases of the respiratory system,0.078,347145,4985,9,0.00180541624874624,342160,1123,0.00328209025017536,0.5493,0.2849,1.0591
Union#J03#Acute tonsillitis,European,raredmg,Chapter X Diseases of the respiratory system,0.0716,209355,17838,44,0.0024666442426281,191517,628,0.00327908227468058,0.7516,0.5535,1.0207
Union#J310#Chronic rhinitis,European,raredmg,Chapter X Diseases of the respiratory system,0.0078,185635,1660,12,0.0072289156626506,183975,579,0.00314716673461068,2.3064,1.2995,4.0934
Union#J330#Polyp of nasal cavity,European,raredmg,Chapter X Diseases of the respiratory system,0.0336,145220,1586,10,0.00630517023959647,143634,435,0.00302853084924182,2.0888,1.1137,3.9174
Union#J380#Paralysis of vocal cords and larynx,European,raredmg,Chapter X Diseases of the respiratory system,0.0277,187573,512,5,0.009765625,187061,609,0.00325562249747409,3.0193,1.2468,7.3117
Union#J383#Other diseases of vocal cords,European,raredmg,Chapter X Diseases of the respiratory system,0.088,162989,1060,0,0,161929,515,0.00318040622742066,0,,
Union#J398#Other specified diseases of upper respiratory tract,European,raredmg,Chapter X Diseases of the respiratory system,0.0314,213824,365,4,0.010958904109589,213459,685,0.00320904717065104,3.4418,1.2811,9.2465
Union#J441#Chronic obstructive pulmonary disease with acute exacerbation unspecified,European,raredmg,Chapter X Diseases of the respiratory system,0.0553,186861,2640,3,0.00113636363636364,184221,593,0.00321895983628359,0.3523,0.1132,1.0962
Union#J939#Pneumothorax unspecified,European,raredmg,Chapter X Diseases of the respiratory system,0.055,161446,1778,11,0.0061867266591676,159668,521,0.00326302076809379,1.9016,1.0447,3.4615
131611#Source of report of K38 (Other diseases of appendix),European,raredmg,Chapter XI Diseases of the digestive system,0.0011,422250,610,8,0.0131147540983607,421640,1382,0.00327767763969263,4.0411,2.0077,8.1341
131621#Source of report of K44 (Diaphragmatic hernia),European,raredmg,Chapter XI Diseases of the digestive system,0.0494,441722,56501,161,0.00284950708837012,385221,1296,0.00336430256917458,0.8465,0.7185,0.9974
131633#Source of report of K55 (Vascular disorders of intestine),European,raredmg,Chapter XI Diseases of the digestive system,0.098,430332,3459,17,0.00491471523561723,426873,1393,0.00326326565512459,1.5086,0.934,2.4366
20002#1161#gall bladder disease,European,raredmg,Chapter XI Diseases of the digestive system,0.0998,273489,8276,19,0.00229579507008217,265213,896,0.00337841659345507,0.6788,0.4307,1.0698
20002#1162#cholelithiasis|gall stones,European,raredmg,Chapter XI Diseases of the digestive system,0.0555,271228,7599,16,0.00210554020265824,263629,894,0.00339112920050526,0.6201,0.378,1.0172
20002#1458#diverticular disease|diverticulitis,European,raredmg,Chapter XI Diseases of the digestive system,0.0282,320870,5158,27,0.00523458704924389,315712,1056,0.00334482059598622,1.568,1.0691,2.2997
20002#1603#rectal prolapse,European,raredmg,Chapter XI Diseases of the digestive system,0.0969,221154,156,2,0.0128205128205128,220998,739,0.00334392166444945,3.8708,0.9576,15.6461
20002#1606#incisional hernia,European,raredmg,Chapter XI Diseases of the digestive system,0.0315,381526,83,2,0.0240963855421687,381443,1268,0.00332421882168502,7.403,1.8182,30.1416
20002#9#gastrointestinal|abdominal,European,raredmg,Chapter XI Diseases of the digestive system,0.092,439225,74599,221,0.00296250619981501,364626,1222,0.00335137922144883,0.8836,0.7655,1.02
40001#Block K20-K31#K20-K31 Diseases of oesophagus stomach and duodenum,European,raredmg,Chapter XI Diseases of the digestive system,0.0845,299443,151,2,0.0132450331125828,299292,954,0.00318752255322561,4.1976,1.0386,16.9652
40001#K26#Duodenal ulcer,European,raredmg,Chapter XI Diseases of the digestive system,0.0139,279236,55,2,0.0363636363636364,279181,901,0.00322729698654278,11.655,2.836,47.8985
40001#K264#Duodenal ulcer Chronic or unspecified with haemorrhage,European,raredmg,Chapter XI Diseases of the digestive system,0.0051,228962,33,2,0.0606060606060606,228929,735,0.00321060241384884,20.0302,4.7849,83.8485
40001#K559#Vascular disorder of intestine unspecified,European,raredmg,Chapter XI Diseases of the digestive system,0.046,456125,104,2,0.0192307692307692,456021,1491,0.0032695862690534,5.9774,1.4735,24.2488
40002#K63#Other diseases of intestine,European,raredmg,Chapter XI Diseases of the digestive system,0.0324,456231,210,3,0.0142857142857143,456021,1491,0.0032695862690534,4.4181,1.4117,13.827
41202#Block K65-K67#K65-K67 Diseases of peritoneum,European,raredmg,Chapter XI Diseases of the digestive system,0.0648,255395,1448,9,0.00621546961325967,253947,844,0.00332352813776103,1.8756,0.9705,3.6247
41202#K076#Temporomandibular joint disorders,European,raredmg,Chapter XI Diseases of the digestive system,0.0833,175118,306,3,0.00980392156862745,174812,580,0.0033178500331785,2.9743,0.9511,9.3009
41202#K225#Diverticulum of oesophagus acquired,European,raredmg,Chapter XI Diseases of the digestive system,0.0301,202656,203,3,0.0147783251231527,202453,664,0.00327977357707715,4.5585,1.4541,14.2905
41202#K318#Other specified diseases of stomach and duodenum,European,raredmg,Chapter XI Diseases of the digestive system,0.0746,255557,1610,1,0.00062111801242236,253947,844,0.00332352813776103,0.1864,0.0262,1.3255
41202#K358#Acute appendicitis other and unspecified,European,raredmg,Chapter XI Diseases of the digestive system,0.0872,254948,1001,0,0,253947,844,0.00332352813776103,0,,
41202#K388#Other specified diseases of appendix,European,raredmg,Chapter XI Diseases of the digestive system,0.0917,200895,151,2,0.0132450331125828,200744,671,0.00334256565576057,4.0023,0.9897,16.1857
41202#K602#Anal fissure unspecified,European,raredmg,Chapter XI Diseases of the digestive system,0.0718,207188,1541,1,0.000648929266709929,205647,692,0.00336498952087801,0.1923,0.027,1.3682
41202#K620#Anal polyp,European,raredmg,Chapter XI Diseases of the digestive system,0.0932,216148,1306,8,0.00612557427258806,214842,729,0.00339319127544893,1.8102,0.8999,3.6413
41202#K623#Rectal prolapse,European,raredmg,Chapter XI Diseases of the digestive system,0.0374,173856,1157,0,0,172699,567,0.00328316898187019,0,,
41202#K626#Ulcer of anus and rectum,European,raredmg,Chapter XI Diseases of the digestive system,0.0442,226642,397,4,0.0100755667506297,226245,747,0.00330173042498177,3.0725,1.1444,8.2489
41202#K638#Other specified diseases of intestine,European,raredmg,Chapter XI Diseases of the digestive system,0.0255,239603,1260,0,0,238343,792,0.00332294214640245,0,,
41202#K66#Other disorders of peritoneum,European,raredmg,Chapter XI Diseases of the digestive system,0.0612,212142,823,6,0.00729040097205346,211319,706,0.00334092059871569,2.1908,0.978,4.9075
41202#K660#Peritoneal adhesions,European,raredmg,Chapter XI Diseases of the digestive system,0.0225,203901,643,6,0.00933125972006221,203258,678,0.00333566206496177,2.8144,1.2552,6.3103
41202#K746#Other and unspecified cirrhosis of liver,European,raredmg,Chapter XI Diseases of the digestive system,0.0567,170654,448,4,0.00892857142857143,170206,541,0.00317850134542848,2.8253,1.0519,7.5886
41202#K804#Calculus of bile duct with cholecystitis,European,raredmg,Chapter XI Diseases of the digestive system,0.0218,254418,471,5,0.0106157112526539,253947,844,0.00332352813776103,3.2177,1.3295,7.7871
41202#K810#Acute cholecystitis,European,raredmg,Chapter XI Diseases of the digestive system,0.06,216950,1424,9,0.00632022471910112,215526,713,0.00330818555533903,1.9163,0.9909,3.7058
Union#K225#Diverticulum of oesophagus acquired,European,raredmg,Chapter XI Diseases of the digestive system,0.0412,132696,387,4,0.0103359173126615,132309,437,0.00330287433205602,3.1516,1.1716,8.4781
Union#K264#Duodenal ulcer Chronic or unspecified with haemorrhage,European,raredmg,Chapter XI Diseases of the digestive system,0.085,94276,483,4,0.0082815734989648,93793,318,0.00339044491593189,2.4547,0.9119,6.6076
Union#K358#Acute appendicitis other and unspecified,European,raredmg,Chapter XI Diseases of the digestive system,0.0881,166413,1041,0,0,165372,536,0.00324117746656024,0,,
Union#K38#Other diseases of appendix,European,raredmg,Chapter XI Diseases of the digestive system,0.001,165982,610,8,0.0131147540983607,165372,536,0.00324117746656024,4.0868,2.024,8.2519
Union#K382#Diverticulum of appendix,European,raredmg,Chapter XI Diseases of the digestive system,0.093,165402,30,1,0.0333333333333333,165372,536,0.00324117746656024,10.6045,1.4419,77.9904
Union#K388#Other specified diseases of appendix,European,raredmg,Chapter XI Diseases of the digestive system,0.0006521,147555,315,6,0.0190476190476191,147240,476,0.00323281716924749,5.9869,2.6556,13.4971
Union#K511#Ulcerative (chronic) ileocolitis,European,raredmg,Chapter XI Diseases of the digestive system,0.0046,165403,31,2,0.0645161290322581,165372,536,0.00324117746656024,21.209,5.048,89.1084
Union#K528#Other specified noninfective gastroenteritis and colitis,European,raredmg,Chapter XI Diseases of the digestive system,0.0597,136801,1416,9,0.00635593220338983,135385,449,0.00331646785094361,1.9223,0.9916,3.7265
Union#K55#Vascular disorders of intestine,European,raredmg,Chapter XI Diseases of the digestive system,0.097,152505,3459,17,0.00491471523561723,149046,485,0.00325402895750305,1.5129,0.9316,2.4567
Union#K602#Anal fissure unspecified,European,raredmg,Chapter XI Diseases of the digestive system,0.099,138061,2383,3,0.00125891733109526,135678,445,0.00327982428986276,0.3831,0.123,1.1931
Union#K620#Anal polyp,European,raredmg,Chapter XI Diseases of the digestive system,0.0072,145406,2187,15,0.00685871056241427,143219,461,0.00321884666140666,2.1386,1.2766,3.5828
Union#K661#Haemoperitoneum,European,raredmg,Chapter XI Diseases of the digestive system,0.0988,128998,161,2,0.0124223602484472,128837,422,0.00327545658467676,3.8277,0.9459,15.4893
Union#K804#Calculus of bile duct with cholecystitis,European,raredmg,Chapter XI Diseases of the digestive system,0.0951,166109,737,5,0.0067842605156038,165372,536,0.00324117746656024,2.1006,0.8682,5.0827
Union#K868#Other specified diseases of pancreas,European,raredmg,Chapter XI Diseases of the digestive system,0.0689,148125,1516,9,0.00593667546174143,146609,472,0.00321944764646099,1.849,0.9543,3.5828
131705#Source of report of L04 (Acute lymphadenitis),European,raredmg,Chapter XII Diseases of the skin and subcutaneous tissue,0.0307,383174,715,6,0.00839160839160839,382459,1237,0.00323433361484499,2.608,1.1655,5.8362
131721#Source of report of L20 (Atopic dermatitis),European,raredmg,Chapter XII Diseases of the skin and subcutaneous tissue,0.0981,434290,12696,31,0.00244171392564587,421594,1400,0.00332073037092558,0.7346,0.5144,1.0491
131727#Source of report of L23 (Allergic contact dermatitis),European,raredmg,Chapter XII Diseases of the skin and subcutaneous tissue,0.0467,327607,1337,9,0.00673148840688108,326270,1064,0.00326110276764643,2.0714,1.0724,4.0009
131759#Source of report of L52 (Erythema nodosum),European,raredmg,Chapter XII Diseases of the skin and subcutaneous tissue,0.0144,319107,283,4,0.0141342756183746,318824,1037,0.00325257822497679,4.3935,1.6344,11.8108
131813#Source of report of L85 (Other epidermal thickening),European,raredmg,Chapter XII Diseases of the skin and subcutaneous tissue,0.0438,432103,3837,20,0.00521240552514986,428266,1384,0.00323163641288358,1.6161,1.0382,2.5159
41202#L308#Other specified dermatitis,European,raredmg,Chapter XII Diseases of the skin and subcutaneous tissue,0.0166,407698,162,3,0.0185185185185185,407536,1334,0.00327333045424208,5.7453,1.831,18.027
41202#L57#Skin changes due to chronic exposure to nonionizing radiation,European,raredmg,Chapter XII Diseases of the skin and subcutaneous tissue,0.0962,373164,4140,7,0.00169082125603865,369024,1203,0.0032599505723205,0.5178,0.2462,1.0893
41202#L728#Other follicular cysts of skin and subcutaneous tissue,European,raredmg,Chapter XII Diseases of the skin and subcutaneous tissue,0.0294,407738,202,3,0.0148514851485149,407536,1334,0.00327333045424208,4.5904,1.4661,14.3729
41202#L739#Follicular disorder unspecified,European,raredmg,Chapter XII Diseases of the skin and subcutaneous tissue,0.0684,407666,130,2,0.0153846153846154,407536,1334,0.00327333045424208,4.7578,1.1759,19.2504
Union#L01#Impetigo,European,raredmg,Chapter XII Diseases of the skin and subcutaneous tissue,0.0999,270372,1395,1,0.000716845878136201,268977,882,0.00327909077727835,0.2181,0.0307,1.5508
Union#L04#Acute lymphadenitis,European,raredmg,Chapter XII Diseases of the skin and subcutaneous tissue,0.0333,224252,715,6,0.00839160839160839,223537,737,0.00329699333891034,2.5583,1.1417,5.7324
Union#L23#Allergic contact dermatitis,European,raredmg,Chapter XII Diseases of the skin and subcutaneous tissue,0.0444,192457,1337,9,0.00673148840688108,191120,611,0.00319694432817078,2.1131,1.0918,4.0898
Union#L231#Allergic contact dermatitis due to adhesives,European,raredmg,Chapter XII Diseases of the skin and subcutaneous tissue,0.072,192546,135,2,0.0148148148148148,192411,624,0.00324305782933408,4.6218,1.1414,18.7147
Union#L408#Other psoriasis,European,raredmg,Chapter XII Diseases of the skin and subcutaneous tissue,0.0659,269104,127,2,0.015748031496063,268977,882,0.00327909077727835,4.8634,1.2011,19.6932
Union#L52#Erythema nodosum,European,raredmg,Chapter XII Diseases of the skin and subcutaneous tissue,0.0142,186444,283,4,0.0141342756183746,186161,602,0.00323376002492466,4.4192,1.6417,11.8959
