Phenotype,Ancestry,Collapsing model,Phenotypic category,P value,No. samples,No. cases,No. cases with QV,Proportion cases with QV,No. controls,No. controls with QV,Proportion controls with QV,Odds ratio,Odds ratio LCI,Odds ratio UCI
Union#M8987#Other specified disorders of bone Ankle and foot,European,raredmgmtr,Chapter XIII Diseases of the musculoskeletal system and connective tissue,0.0961,123118,148,1,0.00675675675675676,122970,83,0.000674961372692527,10.0719,1.3928,72.8311
Union#M92#Other juvenile osteochondrosis,European,raredmgmtr,Chapter XIII Diseases of the musculoskeletal system and connective tissue,0.0656,127867,666,2,0.003003003003003,127201,78,0.000613202726393661,4.909,1.2037,20.0198
Union#M93#Other osteochondropathies,European,raredmgmtr,Chapter XIII Diseases of the musculoskeletal system and connective tissue,0.0967,137815,828,2,0.00241545893719807,136987,85,0.000620496835466139,3.8998,0.958,15.8747
132029#Source of report of N16 (Renal tubulo-interstitial disorders in diseases classified elsewhere),European,raredmgmtr,Chapter XIV Diseases of the genitourinary system,0.0425,459449,64,1,0.015625,459385,311,0.000676992065478847,23.4305,3.2395,169.4672
132053#Source of report of N29 (Other disorders of kidney and ureter in diseases classified elsewhere),European,raredmgmtr,Chapter XIV Diseases of the genitourinary system,0.0412,459449,62,1,0.0161290322580645,459387,311,0.000676989118107391,24.1988,3.344,175.1127
20002#1364#breast disease (not cancer),European,raredmgmtr,Chapter XIV Diseases of the genitourinary system,0.0613,220920,3606,6,0.00166389351081531,217314,164,0.000754668360068841,2.2068,0.9765,4.9873
20002#1367#breast cysts,European,raredmgmtr,Chapter XIV Diseases of the genitourinary system,0.0485,217773,1762,4,0.00227014755959137,216011,164,0.000759220595247464,2.9946,1.1094,8.0834
20002#1609#glomerulnephritis,European,raredmgmtr,Chapter XIV Diseases of the genitourinary system,0.0324,409225,47,1,0.0212765957446809,409178,286,0.000698962309801602,31.0803,4.2716,226.1396
40001#Block N30-N39#N30-N39 Other diseases of urinary system,European,raredmgmtr,Chapter XIV Diseases of the genitourinary system,0.0947,339652,145,1,0.00689655172413793,339507,232,0.000683343789671494,10.1555,1.4148,72.8948
40001#N39#Other disorders of urinary system,European,raredmgmtr,Chapter XIV Diseases of the genitourinary system,0.0849,327597,132,1,0.00757575757575758,327465,219,0.000668773762081444,11.4067,1.5877,81.951
40001#N390#Urinary tract infection site not specified,European,raredmgmtr,Chapter XIV Diseases of the genitourinary system,0.0871,327597,132,1,0.00757575757575758,327465,225,0.000687096330905593,11.1023,1.5455,79.7547
41202#N135#Kinking and stricture of ureter without hydronephrosis,European,raredmgmtr,Chapter XIV Diseases of the genitourinary system,0.077,343081,655,2,0.00305343511450382,342426,237,0.000692120341329222,4.4222,1.0972,17.8233
41202#N202#Calculus of kidney with calculus of ureter,European,raredmgmtr,Chapter XIV Diseases of the genitourinary system,0.0762,238985,669,2,0.00298953662182362,238316,160,0.000671377498783128,4.4632,1.1043,18.0383
41202#N309#Cystitis unspecified,European,raredmgmtr,Chapter XIV Diseases of the genitourinary system,0.0858,289111,1463,3,0.00205058099794942,287648,201,0.000698770719768606,2.9385,0.9387,9.1989
41202#N32#Other disorders of bladder,European,raredmgmtr,Chapter XIV Diseases of the genitourinary system,0.0327,262017,8327,11,0.00132100396301189,253690,169,0.000666167369624345,1.9843,1.0779,3.653
41202#N321#Vesicointestinal fistula,European,raredmgmtr,Chapter XIV Diseases of the genitourinary system,0.0991,256346,162,1,0.00617283950617284,256184,164,0.000640164881491428,9.6963,1.3495,69.67
41202#N40#Hyperplasia of prostate,European,raredmgmtr,Chapter XIV Diseases of the genitourinary system,0.0446,179696,10488,12,0.0011441647597254,169208,103,0.000608718263911872,1.8806,1.034,3.4205
42027#Source of end stage renal disease report,European,raredmgmtr,Chapter XIV Diseases of the genitourinary system,0.0713,329616,1389,3,0.00215982721382289,328227,223,0.000679407848836324,3.1837,1.0178,9.9588
Union#N16#Renal tubulo-interstitial disorders in diseases classified elsewhere,European,raredmgmtr,Chapter XIV Diseases of the genitourinary system,0.043,222971,64,1,0.015625,222907,152,0.000681898729066382,23.2618,3.2057,168.7971
Union#N170#Acute renal failure with tubular necrosis,European,raredmgmtr,Chapter XIV Diseases of the genitourinary system,0.0985,223058,151,1,0.00662251655629139,222907,152,0.000681898729066382,9.77,1.3585,70.2636
Union#N202#Calculus of kidney with calculus of ureter,European,raredmgmtr,Chapter XIV Diseases of the genitourinary system,0.0841,176061,743,2,0.00269179004037685,175318,112,0.000638839138023477,4.2222,1.0411,17.1239
Union#N29#Other disorders of kidney and ureter in diseases classified elsewhere,European,raredmgmtr,Chapter XIV Diseases of the genitourinary system,0.0417,222969,62,1,0.0161290322580645,222907,152,0.000681898729066382,24.0245,3.3091,174.4194
Union#N298#Other disorders of kidney and ureter in other diseases classified elsewhere,European,raredmgmtr,Chapter XIV Diseases of the genitourinary system,0.0344,222958,51,1,0.0196078431372549,222907,152,0.000681898729066382,29.3099,4.0231,213.5359
Union#N309#Cystitis unspecified,European,raredmgmtr,Chapter XIV Diseases of the genitourinary system,0.0418,170618,2536,5,0.00197160883280757,168082,122,0.000725836198998108,2.7197,1.1111,6.6573
Union#N323#Diverticulum of bladder,European,raredmgmtr,Chapter XIV Diseases of the genitourinary system,0.0371,148322,1890,4,0.00211640211640212,146432,94,0.000641936188811189,3.3018,1.2126,8.9901
Union#N328#Other specified disorders of bladder,European,raredmgmtr,Chapter XIV Diseases of the genitourinary system,0.0803,214473,12691,14,0.00110314396028682,201782,135,0.000669038863724217,1.6496,0.9511,2.8609
Union#N608#Other benign mammary dysplasias,European,raredmgmtr,Chapter XIV Diseases of the genitourinary system,0.0924,101714,2289,4,0.0017474879860201,99425,72,0.000724163942670355,2.4156,0.8818,6.617
4041#Gestational diabetes only,European,raredmgmtr,Chapter XV Pregnancy childbirth and the puerperium,0.0252,7858,862,4,0.00464037122969838,6996,7,0.00100057175528874,4.6547,1.3598,15.9333
132441#Source of report of Q04 (Other congenital malformations of brain),European,raredmgmtr,Chapter XVII Congenital malformations deformations and chromosomal abnormalities,0.0612,459449,93,1,0.010752688172043,459356,311,0.000677034805249088,16.0438,2.229,115.4779
132563#Source of report of Q76 (Congenital malformations of spine and bony thorax),European,raredmgmtr,Chapter XVII Congenital malformations deformations and chromosomal abnormalities,0.0986,403265,780,2,0.00256410256410256,402485,271,0.000673317018025517,3.8154,0.9477,15.3613
41202#Block Q00-Q07#Q00-Q07 Congenital malformations of the nervous system,European,raredmgmtr,Chapter XVII Congenital malformations deformations and chromosomal abnormalities,0.0814,351986,121,1,0.00826446280991736,351865,246,0.000699131769286516,11.9112,1.6576,85.5924
41202#Q76#Congenital malformations of spine and bony thorax,European,raredmgmtr,Chapter XVII Congenital malformations deformations and chromosomal abnormalities,0.0232,313759,33,1,0.0303030303030303,313726,222,0.000707623850111244,44.1306,6.004,324.3713
41202#Q89#Other congenital malformations not elsewhere classified,European,raredmgmtr,Chapter XVII Congenital malformations deformations and chromosomal abnormalities,0.0803,455936,123,1,0.00813008130081301,455813,309,0.000677909581341471,12.083,1.6831,86.7449
41202#Q892#Congenital malformations of other endocrine glands,European,raredmgmtr,Chapter XVII Congenital malformations deformations and chromosomal abnormalities,0.079,455934,121,1,0.00826446280991736,455813,309,0.000677909581341471,12.2844,1.7109,88.2024
Union#Block Q80-Q89#Q80-Q89 Other congenital malformations,European,raredmgmtr,Chapter XVII Congenital malformations deformations and chromosomal abnormalities,0.0425,408308,1099,3,0.00272975432211101,407209,282,0.000692519074971329,3.9498,1.2643,12.3397
Union#Q04#Other congenital malformations of brain,European,raredmgmtr,Chapter XVII Congenital malformations deformations and chromosomal abnormalities,0.062,441949,93,1,0.010752688172043,441856,303,0.000685743771726535,15.8399,2.2005,114.0198
Union#Q046#Congenital cerebral cysts,European,raredmgmtr,Chapter XVII Congenital malformations deformations and chromosomal abnormalities,0.0218,441888,32,1,0.03125,441856,303,0.000685743771726535,47.0087,6.3967,345.4605
Union#Q760#Spina bifida occulta,European,raredmgmtr,Chapter XVII Congenital malformations deformations and chromosomal abnormalities,0.0761,341731,114,1,0.0087719298245614,341617,236,0.00069083213071949,12.8011,1.7802,92.049
Union#Q878#Other specified congenital malformation syndromes not elsewhere classified,European,raredmgmtr,Chapter XVII Congenital malformations deformations and chromosomal abnormalities,0.0325,441904,48,1,0.0208333333333333,441856,303,0.000685743771726535,31.0058,4.2641,225.4536
Union#Q892#Congenital malformations of other endocrine glands,European,raredmgmtr,Chapter XVII Congenital malformations deformations and chromosomal abnormalities,0.0925,441997,141,1,0.00709219858156028,441856,303,0.000685743771726535,10.4091,1.4513,74.6558
3616#Chest pain due to walking ceases when standing still,European,raredmgmtr,Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified,0.0701,25946,21236,8,0.000376718779431155,4710,5,0.00106157112526539,0.3546,0.116,1.0845
3751#Chest pain or discomfort when walking uphill or hurrying,European,raredmgmtr,Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified,0.0918,48990,15318,4,0.000261130695913305,33672,22,0.00065336184366833,0.3995,0.1376,1.1596
3799#Headaches for 3+ months,European,raredmgmtr,Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified,0.0932,81460,41254,32,0.000775682358074369,40206,19,0.000472566283639258,1.6419,0.9306,2.8971
40002#R09#Other symptoms and signs involving the circulatory and respiratory systems,European,raredmgmtr,Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified,0.0677,299700,105,1,0.00952380952380953,299595,199,0.000664230043892588,14.4664,2.0088,104.1806
40002#R092#Respiratory arrest,European,raredmgmtr,Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified,0.0567,292365,87,1,0.0114942528735632,292278,195,0.00066717303389239,17.417,2.4135,125.688
41202#R00#Abnormalities of heart beat,European,raredmgmtr,Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified,0.038,289940,5899,0,0,284041,198,0.000697082463447179,0,,
41202#R05#Cough,European,raredmgmtr,Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified,0.0057,273242,2225,6,0.00269662921348315,271017,190,0.000701063032946273,3.8542,1.7081,8.6966
41202#R195#Other faecal abnormalities,European,raredmgmtr,Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified,0.0952,272356,2389,4,0.00167434072833822,269967,192,0.000711198035315428,2.3565,0.8748,6.3482
Union#R05#Cough,European,raredmgmtr,Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified,0.0517,90325,23442,25,0.00106646190598072,66883,43,0.000642913744897807,1.6595,1.0134,2.7174
Union#R09#Other symptoms and signs involving the circulatory and respiratory systems,European,raredmgmtr,Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified,0.0313,68314,2754,5,0.00181554103122731,65560,39,0.000594874923733984,3.0557,1.2035,7.7588
Union#R098#Other specified symptoms and signs involving the circulatory and respiratory systems,European,raredmgmtr,Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified,0.0822,64582,1374,3,0.00218340611353712,63208,45,0.000711935198076193,3.0714,0.9533,9.8954
Union#R195#Other faecal abnormalities,European,raredmgmtr,Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified,0.0364,79141,5891,9,0.00152775420132405,73250,48,0.000655290102389079,2.3335,1.1444,4.7579
Union#R230#Cyanosis,European,raredmgmtr,Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified,0.0592,84586,86,1,0.0116279069767442,84500,59,0.000698224852071006,16.8377,2.3064,122.9246
Union#R278#Other and unspecified lack of coordination,European,raredmgmtr,Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified,0.0181,64111,293,2,0.0068259385665529,63818,43,0.000673791093421919,10.1934,2.4578,42.2753
Union#R30#Pain associated with micturition,European,raredmgmtr,Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified,0.0593,62620,2100,4,0.0019047619047619,60520,40,0.000660938532716457,2.8855,1.0314,8.0724
Union#R301#Vesical tenesmus,European,raredmgmtr,Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified,0.0349,84550,50,1,0.02,84500,59,0.000698224852071006,29.2082,3.9676,215.0212
Union#R457#State of emotional shock and stress unspecified,European,raredmgmtr,Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified,0.0349,84550,50,1,0.02,84500,59,0.000698224852071006,29.2082,3.9676,215.0212
Union#R48#Dyslexia and other symbolic dysfunctions not elsewhere classified,European,raredmgmtr,Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified,0.0587,54706,87,1,0.0114942528735632,54619,37,0.000677419945440231,17.1534,2.3272,126.4358
Union#R480#Dyslexia and alexia,European,raredmgmtr,Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified,0.028,84540,40,1,0.025,84500,59,0.000698224852071006,36.6975,4.9599,271.5167
Union#R520#Acute pain,European,raredmgmtr,Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified,0.0091,59642,219,2,0.0091324200913242,59423,37,0.000622654527708127,14.7929,3.5432,61.7608
Union#R59#Enlarged lymph nodes,European,raredmgmtr,Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified,0.0741,66761,5763,0,0,60998,38,0.000622971244958851,0,,
Union#R650#Systemic Inflammatory Response Syndrome of infectious origin without organ failure,European,raredmgmtr,Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified,0.0997,50609,156,1,0.00641025641025641,50453,33,0.000654074088755872,9.8573,1.3398,72.5245
Union#U07#Emergency use of U07,European,raredmgmtr,Chapter XXII Codes for special purposes,0.0757,324326,10843,12,0.0011067047864982,313483,194,0.000618853334949583,1.7892,0.9984,3.2063
Union#U071#COVID-19 virus identified,European,raredmgmtr,Chapter XXII Codes for special purposes,0.0872,410376,86167,69,0.000800770596632121,324209,204,0.000629223741475406,1.2729,0.9687,1.6725
Union#U073#Personal history of COVID-19,European,raredmgmtr,Chapter XXII Codes for special purposes,0.0569,339109,4246,6,0.00141309467734338,334863,211,0.000630108432403699,2.2444,0.9964,5.0554
Union#U077#COVID-19 vaccines causing adverse effects in therapeutic use,European,raredmgmtr,Chapter XXII Codes for special purposes,0.0759,363106,124,1,0.00806451612903226,362982,230,0.000633640235603969,12.8226,1.7843,92.1488
40006#Block C15-C26#C15-C26 Malignant neoplasms of digestive organs,European,rec,Chapter II Neoplasms,0.0488,281771,13758,1,0.0000726849832824538,268013,0,0,,,
40006#C20#Malignant neoplasm of rectum,European,rec,Chapter II Neoplasms,0.0101,248213,2499,1,0.00040016006402561,245714,0,0,,,
40011#8000#Neoplasm,European,rec,Chapter II Neoplasms,0.0082,410626,3367,1,0.000297000297000297,407259,0,0,,,
40011#8140#Adenocarcinoma| NOS,European,rec,Chapter II Neoplasms,0.097,273312,26512,1,0.0000377187688593844,246800,0,0,,,
41202#Block C15-C26#C15-C26 Malignant neoplasms of digestive organs,European,rec,Chapter II Neoplasms,0.0541,267857,14504,1,0.0000689464975179261,253353,0,0,,,
41202#C20#Malignant neoplasm of rectum,European,rec,Chapter II Neoplasms,0.0119,237207,2818,1,0.00035486160397445,234389,0,0,,,
Union#Block C15-C26#C15-C26 Malignant neoplasms of digestive organs,European,rec,Chapter II Neoplasms,0.069,244177,16849,1,0.0000593507033058342,227328,0,0,,,
Union#C20#Malignant neoplasm of rectum,European,rec,Chapter II Neoplasms,0.0165,214976,3538,1,0.000282645562464669,211438,0,0,,,
130625#Source of report of D51 (Vitamin B12 deficiency anaemia),European,rec,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,0.009,384659,3470,1,0.000288184438040346,381189,0,0,,,
Union#D51#Vitamin B12 deficiency anaemia,European,rec,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,0.0117,296974,3483,1,0.000287108814240597,293491,0,0,,,
131023#Source of report of G20 (Parkinson disease),European,rec,Chapter VI Diseases of the nervous system,0.0124,336581,4159,1,0.000240442414041837,332422,0,0,,,
40002#Block G20-G26#G20-G26 Extrapyramidal and movement disorders,European,rec,Chapter VI Diseases of the nervous system,0.0017,296150,505,1,0.00198019801980198,295645,0,0,,,
40002#Chapter VI#Chapter VI Diseases of the nervous system,European,rec,Chapter VI Diseases of the nervous system,0.0058,334385,1926,1,0.000519210799584631,332459,0,0,,,
40002#G20#Parkinson disease,European,rec,Chapter VI Diseases of the nervous system,0.0016,295941,472,1,0.00211864406779661,295469,0,0,,,
42031#Source of all cause parkinsonism report,European,rec,Chapter VI Diseases of the nervous system,0.0114,339226,3869,1,0.000258464719565779,335357,0,0,,,
42033#Source of parkinson's disease report,European,rec,Chapter VI Diseases of the nervous system,0.0105,334488,3527,1,0.000283527076835838,330961,0,0,,,
Union#Block G20-G26#G20-G26 Extrapyramidal and movement disorders,European,rec,Chapter VI Diseases of the nervous system,0.0263,272566,7174,1,0.000139392249790912,265392,0,0,,,
Union#G20#Parkinson disease,European,rec,Chapter VI Diseases of the nervous system,0.0178,234292,4159,1,0.000240442414041837,230133,0,0,,,
131367#Source of report of I63 (Cerebral infarction),European,rec,Chapter IX Diseases of the circulatory system,0.0289,345511,9970,1,0.000100300902708124,335541,0,0,,,
131375#Source of report of I67 (Other cerebrovascular diseases),European,rec,Chapter IX Diseases of the circulatory system,0.0298,391034,11637,1,0.0000859328005499699,379397,0,0,,,
40002#Block I30-I52#I30-I52 Other forms of heart disease,European,rec,Chapter IX Diseases of the circulatory system,0.0181,292220,5302,1,0.0001886080724255,286918,0,0,,,
40002#Chapter IX#Chapter IX Diseases of the circulatory system,European,rec,Chapter IX Diseases of the circulatory system,0.0418,308494,12894,1,0.000077555452148286,295600,0,0,,,
40002#I48#Atrial fibrillation and flutter,European,rec,Chapter IX Diseases of the circulatory system,0.0052,300728,1562,1,0.000640204865556978,299166,0,0,,,
41202#Block I60-I69#I60-I69 Cerebrovascular diseases,European,rec,Chapter IX Diseases of the circulatory system,0.0533,266210,14177,1,0.0000705367849333427,252033,0,0,,,
41202#I63#Cerebral infarction,European,rec,Chapter IX Diseases of the circulatory system,0.034,251306,8539,1,0.000117109731818714,242767,0,0,,,
41202#I639#Cerebral infarction unspecified,European,rec,Chapter IX Diseases of the circulatory system,0.0215,245787,5292,1,0.00018896447467876,240495,0,0,,,
42007#Source of stroke report,European,rec,Chapter IX Diseases of the circulatory system,0.0458,364265,16672,1,0.0000599808061420346,347593,0,0,,,
42009#Source of ischaemic stroke report,European,rec,Chapter IX Diseases of the circulatory system,0.0288,342050,9849,1,0.000101533150573662,332201,0,0,,,
Union#I63#Cerebral infarction,European,rec,Chapter IX Diseases of the circulatory system,0.0828,137843,11412,1,0.0000876270592358921,126431,0,0,,,
Union#I639#Cerebral infarction unspecified,European,rec,Chapter IX Diseases of the circulatory system,0.0457,131654,6015,1,0.000166251039068994,125639,0,0,,,
Union#I67#Other cerebrovascular diseases,European,rec,Chapter IX Diseases of the circulatory system,0.0751,154984,11637,1,0.0000859328005499699,143347,0,0,,,
Union#I679#Cerebrovascular disease unspecified,European,rec,Chapter IX Diseases of the circulatory system,0.0299,136264,4080,1,0.000245098039215686,132184,0,0,,,
131457#Source of report of J18 (Pneumonia organism unspecified),European,rec,Chapter X Diseases of the respiratory system,0.0962,381677,36706,1,0.0000272435024246717,344971,0,0,,,
131493#Source of report of J44 (Other chronic obstructive pulmonary disease),European,rec,Chapter X Diseases of the respiratory system,0.0665,390756,25969,1,0.0000385074511918056,364787,0,0,,,
131541#Source of report of J93 (Pneumothorax),European,rec,Chapter X Diseases of the respiratory system,0.0109,323387,3533,1,0.000283045570336824,319854,0,0,,,
20002#1117#other respiratory problems,European,rec,Chapter X Diseases of the respiratory system,0.0189,271638,5128,1,0.000195007800312012,266510,0,0,,,
20002#1126#spontaneous pneumothorax|recurrent pneumothorax,European,rec,Chapter X Diseases of the respiratory system,0.0047,231252,1095,1,0.00091324200913242,230157,0,0,,,
20002#1398#pneumonia,European,rec,Chapter X Diseases of the respiratory system,0.0193,339397,6535,1,0.000153022188217292,332862,0,0,,,
20002#1497#pneumothorax,European,rec,Chapter X Diseases of the respiratory system,0.0055,231485,1281,1,0.00078064012490242,230204,0,0,,,
40001#Block J09-J18#J09-J18 Influenza and pneumonia,European,rec,Chapter X Diseases of the respiratory system,0.0021,325092,673,1,0.00148588410104012,324419,0,0,,,
40001#Chapter X#Chapter X Diseases of the respiratory system,European,rec,Chapter X Diseases of the respiratory system,0.0091,328969,2987,1,0.00033478406427854,325982,0,0,,,
40001#J18#Pneumonia organism unspecified,European,rec,Chapter X Diseases of the respiratory system,0.0019,315367,605,1,0.00165289256198347,314762,0,0,,,
40001#J180#Bronchopneumonia unspecified,European,rec,Chapter X Diseases of the respiratory system,0.0007123,292018,208,1,0.00480769230769231,291810,0,0,,,
Union#J180#Bronchopneumonia unspecified,European,rec,Chapter X Diseases of the respiratory system,0.014,152492,2139,1,0.000467508181393174,150353,0,0,,,
Union#J93#Pneumothorax,European,rec,Chapter X Diseases of the respiratory system,0.0234,151303,3546,1,0.000282007896221094,147757,0,0,,,
131947#Source of report of M70 (Soft tissue disorders related to use overuse and pressure),European,rec,Chapter XIII Diseases of the musculoskeletal system and connective tissue,0.0388,412443,16015,1,0.0000624414611301905,396428,0,0,,,
131949#Source of report of M71 (Other bursopathies),European,rec,Chapter XIII Diseases of the musculoskeletal system and connective tissue,0.0078,459449,3572,1,0.000279955207166853,455877,0,0,,,
131955#Source of report of M75 (Shoulder lesions),European,rec,Chapter XIII Diseases of the musculoskeletal system and connective tissue,0.0712,450387,32048,1,0.0000312031952071892,418339,0,0,,,
Union#M70#Soft tissue disorders related to use overuse and pressure,European,rec,Chapter XIII Diseases of the musculoskeletal system and connective tissue,0.0976,164007,16015,1,0.0000624414611301905,147992,0,0,,,
Union#M71#Other bursopathies,European,rec,Chapter XIII Diseases of the musculoskeletal system and connective tissue,0.0236,153785,3629,1,0.000275558004960044,150156,0,0,,,
132033#Source of report of N18 (Chronic kidney disease),European,rec,Chapter XIV Diseases of the genitourinary system,0.0658,423181,27826,1,0.0000359376123050385,395355,0,0,,,
41202#R69#Unknown and unspecified causes of morbidity,European,rec,Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified,0.0758,291004,22072,1,0.0000453062703878217,268932,0,0,,,
Union#Z850#Personal history of malignant neoplasm of digestive organs,European,rec,Chapter XXI Factors influencing health status and contact with health services,0.0783,140363,10991,1,0.0000909835319807115,129372,0,0,,,
Union#Z870#Personal history of diseases of the respiratory system,European,rec,Chapter XXI Factors influencing health status and contact with health services,0.0394,146646,5779,1,0.000173040318394186,140867,0,0,,,
130005#Source of report of A02 (Other salmonella infections),European,syn,Chapter I Certain infectious and parasitic diseases,0.0523,459449,748,4,0.0053475935828877,458701,850,0.00185305896433625,2.896,1.0815,7.7543
130335#Source of report of B94 (Sequelae of other and unspecified infectious and parasitic diseases),European,syn,Chapter I Certain infectious and parasitic diseases,0.0383,459449,165,2,0.0121212121212121,459284,852,0.00185506135637209,6.602,1.6345,26.6664
20002#1677#scarlet fever | scarlatina,European,syn,Chapter I Certain infectious and parasitic diseases,0.0769,447048,528,3,0.00568181818181818,446520,829,0.0018565797724626,3.0721,0.9856,9.5759
23052#VZV seropositivity for Varicella Zoster Virus,European,syn,Chapter I Certain infectious and parasitic diseases,0.0773,8631,8115,14,0.00172520024645718,516,3,0.00581395348837209,0.2955,0.0847,1.0316
23055#HHV-6 overall seropositivity for Human Herpesvirus-6,European,syn,Chapter I Certain infectious and parasitic diseases,0.0676,8779,7958,13,0.00163357627544609,821,4,0.0048721071863581,0.3342,0.1087,1.0273
41202#A16#Respiratory tuberculosis not confirmed bacteriologically or histologically,European,syn,Chapter I Certain infectious and parasitic diseases,0.0909,279058,51,1,0.0196078431372549,279007,520,0.00186375252233815,10.711,1.4768,77.6838
41202#B023#Zoster ocular disease,European,syn,Chapter I Certain infectious and parasitic diseases,0.0134,349394,94,2,0.0212765957446809,349300,645,0.00184655024334383,11.7511,2.889,47.7982
Union#A02#Other salmonella infections,European,syn,Chapter I Certain infectious and parasitic diseases,0.0584,295340,748,4,0.0053475935828877,294592,566,0.00192130132522268,2.7929,1.0418,7.487
Union#A045#Campylobacter enteritis,European,syn,Chapter I Certain infectious and parasitic diseases,0.0847,229365,864,4,0.00462962962962963,228501,433,0.0018949588842062,2.4498,0.9132,6.572
Union#A394#Meningococcaemia unspecified,European,syn,Chapter I Certain infectious and parasitic diseases,0.0616,294625,33,1,0.0303030303030303,294592,566,0.00192130132522268,16.2338,2.2144,119.008
Union#B023#Zoster ocular disease,European,syn,Chapter I Certain infectious and parasitic diseases,0.0127,294840,248,3,0.0120967741935484,294592,566,0.00192130132522268,6.361,2.0313,19.9191
Union#B189#Chronic viral hepatitis unspecified,European,syn,Chapter I Certain infectious and parasitic diseases,0.0598,294624,32,1,0.03125,294592,566,0.00192130132522268,16.7574,2.2836,122.9664
Union#B37#Candidiasis,European,syn,Chapter I Certain infectious and parasitic diseases,0.0879,264897,12289,15,0.00122060379200911,252608,486,0.00192392956675956,0.634,0.3791,1.0602
Union#B94#Sequelae of other and unspecified infectious and parasitic diseases,European,syn,Chapter I Certain infectious and parasitic diseases,0.0408,294757,165,2,0.0121212121212121,294592,566,0.00192130132522268,6.374,1.5768,25.7663
Union#B948#Sequelae of other specified infectious and parasitic diseases,European,syn,Chapter I Certain infectious and parasitic diseases,0.0246,294717,125,2,0.016,294592,566,0.00192130132522268,8.4468,2.0838,34.2393
Union#B950#Streptococcus group A as the cause of diseases classified to other chapters,European,syn,Chapter I Certain infectious and parasitic diseases,0.0245,228035,328,3,0.00914634146341463,227707,425,0.0018664336186415,4.9364,1.5775,15.4474
20001#1007#nasal cavity cancer,European,syn,Chapter II Neoplasms,0.0782,409279,44,1,0.0227272727272727,409235,756,0.0018473493225164,12.5655,1.7281,91.3682
20001#1019#small intestine|small bowel cancer,European,syn,Chapter II Neoplasms,0.06,334488,211,2,0.00947867298578199,334277,624,0.00186671532890387,5.1167,1.2684,20.641
20001#1040#uterine|endometrial cancer,European,syn,Chapter II Neoplasms,0.0612,215522,1150,5,0.00434782608695652,214372,388,0.00180993786501969,2.4083,0.9949,5.8299
40001#Block C40-C41#C40-C41 Malignant neoplasms of bone and articular cartilage,European,syn,Chapter II Neoplasms,0.0598,233654,33,1,0.0303030303030303,233621,435,0.00186199014643375,16.7519,2.2839,122.8692
40001#C81#Hodgkin lymphoma,European,syn,Chapter II Neoplasms,0.0673,341718,38,1,0.0263157894736842,341680,625,0.0018291969093889,14.7483,2.0203,107.6612
40001#C819#Hodgkin lymphoma unspecified,European,syn,Chapter II Neoplasms,0.0656,341717,37,1,0.027027027027027,341680,625,0.0018291969093889,15.158,2.075,110.732
40002#Block D37-D48#D37-D48 Neoplasms of uncertain or unknown behaviour,European,syn,Chapter II Neoplasms,0.0017,235607,275,4,0.0145454545454545,235332,425,0.00180595924056227,8.1583,3.026,21.995
40002#C19#Malignant neoplasm of rectosigmoid junction,European,syn,Chapter II Neoplasms,0.059,197712,33,1,0.0303030303030303,197679,363,0.00183631038198291,16.9866,2.3149,124.6455
40002#C20#Malignant neoplasm of rectum,European,syn,Chapter II Neoplasms,0.0892,212038,49,1,0.0204081632653061,211989,403,0.00190104203519994,10.9381,1.5061,79.4375
40002#C32#Malignant neoplasm of larynx,European,syn,Chapter II Neoplasms,0.0576,184621,32,1,0.03125,184589,341,0.00184734735005878,17.4296,2.3726,128.0425
