Phenotype,Ancestry,Collapsing model,Phenotypic category,P value,No. samples,No. cases,No. cases with QV,Proportion cases with QV,No. controls,No. controls with QV,Proportion controls with QV,Odds ratio,Odds ratio LCI,Odds ratio UCI
Union#Block B35-B49#B35-B49 Mycoses,European,raredmgmtr,Chapter I Certain infectious and parasitic diseases,0.0747,288354,8095,3,0.000370599135268684,280259,294,0.00104902964757599,0.353,0.1132,1.1012
Union#Chapter I#Chapter I Certain infectious and parasitic diseases,European,raredmgmtr,Chapter I Certain infectious and parasitic diseases,0.0611,352725,76842,62,0.000806850420343042,275883,291,0.00105479496743185,0.7647,0.5813,1.0061
20001#1039#ovarian cancer,European,raredmgmtr,Chapter II Neoplasms,0.0484,215153,781,3,0.00384122919334187,214372,220,0.00102625342861941,3.7535,1.1987,11.7537
40001#Block D10-D36#D10-D36 Benign neoplasms,European,raredmgmtr,Chapter II Neoplasms,0.0376,341717,37,1,0.027027027027027,341680,353,0.00103313041442285,26.8592,3.6724,196.4454
40002#C859#Non-Hodgkin lymphoma unspecified,European,raredmgmtr,Chapter II Neoplasms,0.0845,254949,90,1,0.0111111111111111,254859,249,0.000977010817746283,11.4891,1.5944,82.7888
40006#C179#Malignant neoplasm: Small intestine unspecified,European,raredmgmtr,Chapter II Neoplasms,0.0952,258796,98,1,0.0102040816326531,258698,263,0.00101662942890938,10.1303,1.4074,72.9168
40006#C32#Malignant neoplasm of larynx,European,raredmgmtr,Chapter II Neoplasms,0.0598,176845,392,2,0.00510204081632653,176453,176,0.000997432744130165,5.1363,1.27,20.7729
40006#C320#Malignant neoplasm: Glottis,European,raredmgmtr,Chapter II Neoplasms,0.0316,173183,272,2,0.00735294117647059,172911,174,0.00100629803771883,7.3536,1.8152,29.7899
40006#C491#Malignant neoplasm: Connective and soft tissue of upper limb including shoulder,European,raredmgmtr,Chapter II Neoplasms,0.0668,202834,69,1,0.0144927536231884,202765,202,0.000996227159519641,14.7469,2.0378,106.7196
40006#C509#Malignant neoplasm: Breast unspecified,European,raredmgmtr,Chapter II Neoplasms,0.027,194949,7489,2,0.000267058352249967,187460,199,0.00106155979942388,0.2514,0.0624,1.0123
40006#C530#Malignant neoplasm: Endocervix,European,raredmgmtr,Chapter II Neoplasms,0.0745,186005,72,1,0.0138888888888889,185933,199,0.0010702780033668,13.1456,1.8175,95.0811
40006#C845#Other mature T/NK-cell lymphomas,European,raredmgmtr,Chapter II Neoplasms,0.0564,341736,56,1,0.0178571428571429,341680,353,0.00103313041442285,17.5806,2.4261,127.3941
40006#D02#Carcinoma in situ of middle ear and respiratory system,European,raredmgmtr,Chapter II Neoplasms,0.0925,222596,100,1,0.01,222496,215,0.000966309506687761,10.4431,1.45,75.2148
40006#D020#Carcinoma in situ: Larynx,European,raredmgmtr,Chapter II Neoplasms,0.0817,203029,86,1,0.0116279069767442,202943,200,0.000985498391173877,11.9261,1.6526,86.064
40006#D39#Neoplasm of uncertain or unknown behaviour of female genital organs,European,raredmgmtr,Chapter II Neoplasms,0.016,186110,177,2,0.0112994350282486,185933,199,0.0010702780033668,10.6667,2.6284,43.2877
40006#D390#Neoplasm of uncertain or unknown behaviour: Uterus,European,raredmgmtr,Chapter II Neoplasms,0.0052,186031,98,2,0.0204081632653061,185933,199,0.0010702780033668,19.4445,4.7607,79.4192
40006#D48#Neoplasm of uncertain or unknown behaviour of other and unspecified sites,European,raredmgmtr,Chapter II Neoplasms,0.0656,280596,394,2,0.0050761421319797,280202,294,0.00104924304608818,4.8575,1.2049,19.5834
40006#D486#Neoplasm of uncertain or unknown behaviour: Breast,European,raredmgmtr,Chapter II Neoplasms,0.0585,185989,56,1,0.0178571428571429,185933,199,0.0010702780033668,16.9698,2.3369,123.2297
40011#8802#Giant cell sarcoma,European,raredmgmtr,Chapter II Neoplasms,0.0483,259148,53,1,0.0188679245283019,259095,241,0.000930160751847778,20.6554,2.844,150.0191
40011#9020#Phyllodes tumor| malignant,European,raredmgmtr,Chapter II Neoplasms,0.0646,249197,65,1,0.0153846153846154,249132,255,0.00102355377871971,15.2498,2.1075,110.3475
40011#9709#Cutaneous T-cell lymphoma| NOS,European,raredmgmtr,Chapter II Neoplasms,0.0428,459449,44,1,0.0227272727272727,459405,456,0.000992588239135403,23.4062,3.2163,170.3383
40012#1#Uncertain whether benign or malignant,European,raredmgmtr,Chapter II Neoplasms,0.0468,429708,101821,84,0.000824977165810589,327887,346,0.00105524159237786,0.7816,0.6158,0.9921
41202#C179#Malignant neoplasm: Small intestine unspecified,European,raredmgmtr,Chapter II Neoplasms,0.0888,318078,93,1,0.010752688172043,317985,317,0.000996902369608629,10.8925,1.5134,78.3958
41202#C32#Malignant neoplasm of larynx,European,raredmgmtr,Chapter II Neoplasms,0.0619,167267,396,2,0.00505050505050505,166871,168,0.00100676570524537,5.037,1.245,20.378
41202#C320#Malignant neoplasm: Glottis,European,raredmgmtr,Chapter II Neoplasms,0.0244,159937,237,2,0.00843881856540084,159700,160,0.00100187852222918,8.4862,2.0918,34.4276
41202#C444#Malignant neoplasm: Skin of scalp and neck,European,raredmgmtr,Chapter II Neoplasms,0.0827,215405,3220,0,0,212185,213,0.00100384098781724,0,,
41202#C449#Malignant neoplasm: Malignant neoplasm of skin unspecified,European,raredmgmtr,Chapter II Neoplasms,0.0879,318077,92,1,0.0108695652173913,317985,317,0.000996902369608629,11.0122,1.5299,79.2665
41202#C491#Malignant neoplasm: Connective and soft tissue of upper limb including shoulder,European,raredmgmtr,Chapter II Neoplasms,0.0809,194326,89,1,0.0112359550561798,194237,183,0.000942147994460376,12.05,1.6697,86.9642
41202#C530#Malignant neoplasm: Endocervix,European,raredmgmtr,Chapter II Neoplasms,0.0467,171810,48,1,0.0208333333333333,171762,170,0.000989741619217289,21.4758,2.9461,156.5494
41202#C775#Secondary and unspecified malignant neoplasm: Intrapelvic lymph nodes,European,raredmgmtr,Chapter II Neoplasms,0.0802,255194,82,1,0.0121951219512195,255112,259,0.00101524036501615,12.148,1.6843,87.6181
41202#C785#Secondary malignant neoplasm of large intestine and rectum,European,raredmgmtr,Chapter II Neoplasms,0.0784,259287,83,1,0.0120481927710843,259204,254,0.000979923149334115,12.4328,1.7239,89.6656
41202#D057#Other carcinoma in situ of breast,European,raredmgmtr,Chapter II Neoplasms,0.0426,175800,44,1,0.0227272727272727,175756,173,0.000984319169758074,23.603,3.2321,172.3682
41202#D162#Benign neoplasm: Long bones of lower limb,European,raredmgmtr,Chapter II Neoplasms,0.0469,318033,48,1,0.0208333333333333,317985,317,0.000996902369608629,21.3214,2.9327,155.0138
41202#D17#Benign lipomatous neoplasm,European,raredmgmtr,Chapter II Neoplasms,0.0536,315697,7048,2,0.000283768444948922,308649,307,0.00099465736159845,0.2851,0.071,1.1453
41202#D229#Melanocytic naevi unspecified,European,raredmgmtr,Chapter II Neoplasms,0.0724,254417,77,1,0.012987012987013,254340,247,0.000971140992372415,13.5357,1.8749,97.7221
41202#D234#Benign neoplasm: Skin of scalp and neck,European,raredmgmtr,Chapter II Neoplasms,0.0482,318333,348,2,0.00574712643678161,317985,317,0.000996902369608629,5.7925,1.4366,23.356
41202#D250#Submucous leiomyoma of uterus,European,raredmgmtr,Chapter II Neoplasms,0.0928,172830,1068,3,0.00280898876404494,171762,170,0.000989741619217289,2.8433,0.9065,8.9182
41202#D27#Benign neoplasm of ovary,European,raredmgmtr,Chapter II Neoplasms,0.0376,173672,1815,5,0.00275482093663912,171857,170,0.000989194504733587,2.7898,1.145,6.7973
41202#D45#Polycythaemia vera,European,raredmgmtr,Chapter II Neoplasms,0.0806,218429,474,2,0.00421940928270042,217955,214,0.000981854052442018,4.3114,1.0682,17.4017
41202#D48#Neoplasm of uncertain or unknown behaviour of other and unspecified sites,European,raredmgmtr,Chapter II Neoplasms,0.0939,296584,1065,3,0.0028169014084507,295519,296,0.001001627644923,2.8174,0.902,8.8
41202#D487#Neoplasm of uncertain or unknown behaviour: Other specified sites,European,raredmgmtr,Chapter II Neoplasms,0.0916,318081,96,1,0.0104166666666667,317985,317,0.000996902369608629,10.5485,1.4661,75.8948
Union#C320#Malignant neoplasm: Glottis,European,raredmgmtr,Chapter II Neoplasms,0.0478,144508,335,2,0.00597014925373134,144173,148,0.00102654449862318,5.8447,1.4421,23.6872
Union#C500#Malignant neoplasm: Nipple and areola,European,raredmgmtr,Chapter II Neoplasms,0.0577,150197,372,2,0.00537634408602151,149825,154,0.00102786584348406,5.2535,1.2973,21.2746
Union#C56#Malignant neoplasm of ovary,European,raredmgmtr,Chapter II Neoplasms,0.0571,146191,2588,6,0.00231839258114374,143603,148,0.0010306191374832,2.2524,0.9949,5.0996
Union#C857#Other specified types of non-Hodgkin lymphoma,European,raredmgmtr,Chapter II Neoplasms,0.0948,274280,498,2,0.00401606425702811,273782,282,0.00103001658253647,3.9107,0.9705,15.7579
Union#D143#Benign neoplasm: Bronchus and lung,European,raredmgmtr,Chapter II Neoplasms,0.0737,273856,74,1,0.0135135135135135,273782,282,0.00103001658253647,13.2857,1.8402,95.9207
Union#D162#Benign neoplasm: Long bones of lower limb,European,raredmgmtr,Chapter II Neoplasms,0.0669,273849,67,1,0.0149253731343284,273782,282,0.00103001658253647,14.6948,2.0325,106.2439
Union#D17#Benign lipomatous neoplasm,European,raredmgmtr,Chapter II Neoplasms,0.0516,244339,10042,4,0.000398327026488747,234297,242,0.00103287707482383,0.3854,0.1435,1.0354
Union#D234#Benign neoplasm: Skin of scalp and neck,European,raredmgmtr,Chapter II Neoplasms,0.0954,274282,500,2,0.004,273782,282,0.00103001658253647,3.895,0.9667,15.6945
Union#D27#Benign neoplasm of ovary,European,raredmgmtr,Chapter II Neoplasms,0.0385,145793,2351,6,0.0025521054870268,143442,147,0.00102480445057933,2.4941,1.1014,5.648
Union#D39#Neoplasm of uncertain or unknown behaviour of female genital organs,European,raredmgmtr,Chapter II Neoplasms,0.0282,149892,635,3,0.0047244094488189,149257,151,0.00101167784425521,4.6873,1.4909,14.7363
Union#D390#Neoplasm of uncertain or unknown behaviour: Uterus,European,raredmgmtr,Chapter II Neoplasms,0.0226,143603,222,2,0.00900900900900901,143381,147,0.00102524044329444,8.858,2.1809,35.9777
Union#D40#Neoplasm of uncertain or unknown behaviour of male genital organs,European,raredmgmtr,Chapter II Neoplasms,0.0811,274236,454,2,0.00440528634361234,273782,282,0.00103001658253647,4.2914,1.0647,17.2966
Union#D48#Neoplasm of uncertain or unknown behaviour of other and unspecified sites,European,raredmgmtr,Chapter II Neoplasms,0.0299,257576,1628,5,0.00307125307125307,255948,266,0.0010392736024505,2.9612,1.2208,7.1828
Union#D486#Neoplasm of uncertain or unknown behaviour: Breast,European,raredmgmtr,Chapter II Neoplasms,0.0148,146004,179,2,0.0111731843575419,145825,148,0.00101491513800789,11.1221,2.7344,45.239
Union#D489#Neoplasm of uncertain or unknown behaviour: Neoplasm of uncertain or unknown behaviour unspecified,European,raredmgmtr,Chapter II Neoplasms,0.0601,369036,102100,84,0.000822722820763957,266936,279,0.00104519435370276,0.787,0.6166,1.0045
130653#Source of report of D66 (Hereditary factor VIII deficiency),European,raredmgmtr,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,0.0072,459449,126,2,0.0158730158730159,459323,455,0.000990588322378805,16.2661,4.0108,65.9679
130677#Source of report of D80 (Immunodeficiency with predominantly antibody defects),European,raredmgmtr,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,0.0704,459449,435,2,0.00459770114942529,459014,455,0.000991255168687665,4.6551,1.157,18.7299
20002#1328#haemophilia,European,raredmgmtr,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,0.0475,414403,48,1,0.0208333333333333,414355,419,0.00101121019415718,21.0194,2.8933,152.7045
40001#Block D80-D89#D80-D89 Certain disorders involving the immune mechanism,European,raredmgmtr,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,0.0313,458932,32,1,0.03125,458900,455,0.000991501416430595,32.5023,4.4275,238.6013
40001#Chapter III#Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,European,raredmgmtr,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,0.0847,458989,89,1,0.0112359550561798,458900,455,0.000991501416430595,11.4497,1.5916,82.369
41202#Block D80-D89#D80-D89 Certain disorders involving the immune mechanism,European,raredmgmtr,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,0.0135,398856,903,4,0.0044296788482835,397953,395,0.000992579525722887,4.4782,1.6688,12.0172
41202#D86#Sarcoidosis,European,raredmgmtr,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,0.0061,434906,361,3,0.00831024930747923,434545,436,0.00100334832986227,8.3435,2.6679,26.0939
41202#D860#Sarcoidosis of lung,European,raredmgmtr,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,0.0003636,434679,134,3,0.0223880597014925,434545,436,0.00100334832986227,22.8014,7.2318,71.8917
Union#Block D70-D77#D70-D77 Other diseases of blood and blood-forming organs,European,raredmgmtr,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,0.0396,368094,10448,4,0.000382848392036753,357646,360,0.00100658192738071,0.3801,0.1419,1.0185
Union#D580#Hereditary spherocytosis,European,raredmgmtr,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,0.072,357720,74,1,0.0135135135135135,357646,360,0.00100658192738071,13.5954,1.8845,98.0828
Union#D66#Hereditary factor VIII deficiency,European,raredmgmtr,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,0.0075,357773,127,2,0.015748031496063,357646,360,0.00100658192738071,15.8794,3.9127,64.445
Union#D693#Idiopathic thrombocytopenic purpura,European,raredmgmtr,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,0.0507,358460,814,3,0.00368550368550369,357646,360,0.00100658192738071,3.6712,1.176,11.4608
Union#D80#Immunodeficiency with predominantly antibody defects,European,raredmgmtr,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,0.0723,358081,435,2,0.00459770114942529,357646,360,0.00100658192738071,4.5841,1.1384,18.4592
Union#D802#Selective deficiency of immunoglobulin A [IgA],European,raredmgmtr,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,0.0682,283573,70,1,0.0142857142857143,283503,285,0.00100528036740352,14.4021,1.9933,104.0574
Union#D86#Sarcoidosis,European,raredmgmtr,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,0.016,359604,1958,6,0.00306435137895812,357646,360,0.00100658192738071,3.0506,1.3598,6.844
Union#D860#Sarcoidosis of lung,European,raredmgmtr,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,0.0098,358075,429,3,0.00699300699300699,357646,360,0.00100658192738071,6.9892,2.2346,21.8596
Union#D892#Hypergammaglobulinaemia unspecified,European,raredmgmtr,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,0.0732,306787,434,2,0.00460829493087558,306353,311,0.00101516877588925,4.5558,1.1307,18.3565
130703#Source of report of E06 (Thyroiditis),European,raredmgmtr,Chapter IV Endocrine nutritional and metabolic diseases,0.0487,297676,1357,4,0.00294767870302137,296319,294,0.000992173974669191,2.9768,1.1082,7.9959
130735#Source of report of E27 (Other disorders of adrenal gland),European,raredmgmtr,Chapter IV Endocrine nutritional and metabolic diseases,0.0898,459449,1689,4,0.00236826524570752,457760,453,0.000989601537923803,2.3965,0.8945,6.4203
130747#Source of report of E34 (Other endocrine disorders),European,raredmgmtr,Chapter IV Endocrine nutritional and metabolic diseases,0.0621,388172,405,2,0.00493827160493827,387767,384,0.000990285403347887,5.0065,1.2433,20.16
130775#Source of report of E55 (Vitamin D deficiency),European,raredmgmtr,Chapter IV Endocrine nutritional and metabolic diseases,0.0036,387647,6003,0,0,381644,394,0.00103237572187693,0,,
130807#Source of report of E74 (Other disorders of carbohydrate metabolism),European,raredmgmtr,Chapter IV Endocrine nutritional and metabolic diseases,0.0608,380905,404,2,0.00495049504950495,380501,373,0.000980286516986815,5.0702,1.259,20.4188
130821#Source of report of E83 (Disorders of mineral metabolism),European,raredmgmtr,Chapter IV Endocrine nutritional and metabolic diseases,0.0055,419373,10015,2,0.000199700449326011,409358,414,0.00101133970754205,0.1973,0.0492,0.7917
20002#1428#thyroiditis,European,raredmgmtr,Chapter IV Endocrine nutritional and metabolic diseases,0.0228,226415,222,2,0.00900900900900901,226193,234,0.00103451477278254,8.7785,2.1689,35.5312
41202#E232#Diabetes insipidus,European,raredmgmtr,Chapter IV Endocrine nutritional and metabolic diseases,0.0306,442487,31,1,0.032258064516129,442456,442,0.000998969389046594,33.3344,4.5358,244.9785
41202#E274#Other and unspecified adrenocortical insufficiency,European,raredmgmtr,Chapter IV Endocrine nutritional and metabolic diseases,0.031,442728,272,2,0.00735294117647059,442456,442,0.000998969389046594,7.4076,1.8374,29.865
41202#E86#Volume depletion,European,raredmgmtr,Chapter IV Endocrine nutritional and metabolic diseases,0.0579,374195,851,3,0.00352526439482961,373344,380,0.00101782806205537,3.4722,1.1126,10.8358
Union#Block E50-E64#E50-E64 Other nutritional deficiencies,European,raredmgmtr,Chapter IV Endocrine nutritional and metabolic diseases,0.0072,249439,9727,2,0.000205613241492752,239712,240,0.00100120144173008,0.2052,0.051,0.8254
Union#E039#Hypothyroidism unspecified,European,raredmgmtr,Chapter IV Endocrine nutritional and metabolic diseases,0.077,205250,28278,21,0.000742626776999788,176972,197,0.00111317044504215,0.6669,0.4252,1.046
Union#E06#Thyroiditis,European,raredmgmtr,Chapter IV Endocrine nutritional and metabolic diseases,0.0621,169292,1360,4,0.00294117647058824,167932,180,0.00107186242050354,2.7491,1.0192,7.4154
Union#E34#Other endocrine disorders,European,raredmgmtr,Chapter IV Endocrine nutritional and metabolic diseases,0.0665,219484,405,2,0.00493827160493827,219079,225,0.00102702678029387,4.8272,1.1957,19.4875
Union#E340#Carcinoid syndrome,European,raredmgmtr,Chapter IV Endocrine nutritional and metabolic diseases,0.0781,253000,80,1,0.0125,252920,256,0.00101217776371975,12.4933,1.7316,90.1397
Union#E55#Vitamin D deficiency,European,raredmgmtr,Chapter IV Endocrine nutritional and metabolic diseases,0.0054,224785,6003,0,0,218782,225,0.00102842098527301,0,,
Union#E559#Vitamin D deficiency unspecified,European,raredmgmtr,Chapter IV Endocrine nutritional and metabolic diseases,0.0077,226580,5339,0,0,221241,232,0.00104863022676629,0,,
Union#E668#Other obesity,European,raredmgmtr,Chapter IV Endocrine nutritional and metabolic diseases,0.0596,224891,4611,9,0.00195185426154847,220280,223,0.00101234792082804,1.9299,0.9905,3.7602
Union#E74#Other disorders of carbohydrate metabolism,European,raredmgmtr,Chapter IV Endocrine nutritional and metabolic diseases,0.0598,203812,404,2,0.00495049504950495,203408,197,0.000968496814284591,5.132,1.2701,20.736
Union#E78#Disorders of lipoprotein metabolism and other lipidaemias,European,raredmgmtr,Chapter IV Endocrine nutritional and metabolic diseases,0.061,314336,115013,99,0.000860772260527071,199323,216,0.00108366821691425,0.7941,0.6259,1.0075
Union#E83#Disorders of mineral metabolism,European,raredmgmtr,Chapter IV Endocrine nutritional and metabolic diseases,0.005,233965,10015,2,0.000199700449326011,223950,227,0.0010136191114088,0.1969,0.0489,0.7921
Union#E835#Disorders of calcium metabolism,European,raredmgmtr,Chapter IV Endocrine nutritional and metabolic diseases,0.0266,238556,4607,0,0,233949,233,0.000995943560348623,0,,
130843#Source of report of F03 (Unspecified dementia),European,raredmgmtr,Chapter V Mental and behavioural disorders,0.0992,400735,4784,1,0.000209030100334448,395951,385,0.000972342537334165,0.2148,0.0302,1.5292
20002#1614#stress,European,raredmgmtr,Chapter V Mental and behavioural disorders,0.0933,454307,518,2,0.00386100386100386,453789,446,0.000982835635063873,3.9398,0.9796,15.8448
20544#1#Social anxiety or social phobia,European,raredmgmtr,Chapter V Mental and behavioural disorders,0.0862,124296,43838,47,0.00107212920297459,80458,61,0.000758159536652664,1.4146,0.9668,2.0697
40001#F01#Vascular dementia,European,raredmgmtr,Chapter V Mental and behavioural disorders,0.0388,339879,309,2,0.00647249190938511,339570,338,0.000995376505580587,6.5384,1.6212,26.3697
40001#F019#Vascular dementia unspecified,European,raredmgmtr,Chapter V Mental and behavioural disorders,0.0374,339594,299,2,0.00668896321070234,339295,342,0.00100797241338658,6.674,1.6547,26.9194
40002#F05#Delirium not induced by alcohol and other psychoactive substances,European,raredmgmtr,Chapter V Mental and behavioural disorders,0.0428,306718,47,1,0.0212765957446809,306671,284,0.000926073870695305,23.4528,3.2232,170.6462
Union#F00#Dementia in Alzheimer disease,European,raredmgmtr,Chapter V Mental and behavioural disorders,0.0815,262693,2981,0,0,259712,266,0.00102421143420404,0,,
Union#F068#Other specified mental disorders due to brain damage and dysfunction and to physical disease,European,raredmgmtr,Chapter V Mental and behavioural disorders,0.0302,173132,33,1,0.0303030303030303,173099,160,0.000924326541458934,33.7771,4.5876,248.6887
131053#Source of report of G43 (Migraine),European,raredmgmtr,Chapter VI Diseases of the nervous system,0.0997,333141,25300,34,0.00134387351778656,307841,305,0.000990771209812858,1.3569,0.9518,1.9344
131125#Source of report of G98 (Other disorders of nervous system not elsewhere classified),European,raredmgmtr,Chapter VI Diseases of the nervous system,0.0529,459449,2019,5,0.00247647350173353,457430,452,0.0009881293312638,2.51,1.0385,6.0662
41202#G439#Migraine unspecified,European,raredmgmtr,Chapter VI Diseases of the nervous system,0.0726,299549,2148,5,0.00232774674115456,297401,303,0.00101882643299787,2.2877,0.9444,5.5418
41202#G571#Meralgia paraesthetica,European,raredmgmtr,Chapter VI Diseases of the nervous system,0.0928,419158,96,1,0.0104166666666667,419062,424,0.00101178345924947,10.3932,1.4457,74.7195
41202#G933#Postviral fatigue syndrome,European,raredmgmtr,Chapter VI Diseases of the nervous system,0.0789,419143,81,1,0.0123456790123457,419062,424,0.00101178345924947,12.3419,1.7134,88.9
41202#G958#Other specified diseases of spinal cord,European,raredmgmtr,Chapter VI Diseases of the nervous system,0.0956,419161,99,1,0.0101010101010101,419062,424,0.00101178345924947,10.075,1.4018,72.4094
Union#G378#Other specified demyelinating diseases of central nervous system,European,raredmgmtr,Chapter VI Diseases of the nervous system,0.0459,298980,47,1,0.0212765957446809,298933,298,0.000996878899285124,21.7855,2.9946,158.4892
Union#G950#Syringomyelia and syringobulbia,European,raredmgmtr,Chapter VI Diseases of the nervous system,0.0843,299021,88,1,0.0113636363636364,298933,298,0.000996878899285124,11.5187,1.5992,82.9699
131163#Source of report of H22 (Disorders of iris and ciliary body in diseases classified elsewhere),European,raredmgmtr,Chapter VII Diseases of the eye and adnexa,0.0648,320156,67,1,0.0149253731343284,320089,319,0.00099659782123097,15.1881,2.1015,109.7663
131165#Source of report of H25 (Senile cataract),European,raredmgmtr,Chapter VII Diseases of the eye and adnexa,0.0836,420310,33691,43,0.00127630524472411,386619,369,0.00095442800276241,1.3377,0.9752,1.8349
131183#Source of report of H35 (Other retinal disorders),European,raredmgmtr,Chapter VII Diseases of the eye and adnexa,0.02,444061,17629,28,0.00158829201883261,426432,418,0.000980226624643554,1.6213,1.1055,2.3777
41202#Block H00-H06#H00-H06 Disorders of eyelid lacrimal system and orbit,European,raredmgmtr,Chapter VII Diseases of the eye and adnexa,0.0724,370464,13985,7,0.000500536288880944,356479,360,0.00100987715966438,0.4954,0.2344,1.0468
41202#H186#Keratoconus,European,raredmgmtr,Chapter VII Diseases of the eye and adnexa,0.0891,281125,94,1,0.0106382978723404,281031,278,0.000989214712967608,10.8592,1.5083,78.181
41202#H35#Other retinal disorders,European,raredmgmtr,Chapter VII Diseases of the eye and adnexa,0.0058,358385,4348,11,0.00252989880404784,354037,356,0.00100554461821787,2.5198,1.3818,4.5949
41202#H357#Separation of retinal layers,European,raredmgmtr,Chapter VII Diseases of the eye and adnexa,0.0763,379627,79,1,0.0126582278481013,379548,380,0.00100119089021678,12.7924,1.7749,92.1983
41202#H358#Other specified retinal disorders,European,raredmgmtr,Chapter VII Diseases of the eye and adnexa,0.0625,332649,899,3,0.00333704115684093,331750,330,0.000994724943481537,3.3626,1.0769,10.4997
41202#H440#Purulent endophthalmitis,European,raredmgmtr,Chapter VII Diseases of the eye and adnexa,0.0837,379635,87,1,0.0114942528735632,379548,380,0.00100119089021678,11.6024,1.6117,83.5248
Union#Block H30-H36#H30-H36 Disorders of choroid and retina,European,raredmgmtr,Chapter VII Diseases of the eye and adnexa,0.024,294688,20892,32,0.00153168677005552,273796,270,0.000986135663048401,1.5541,1.077,2.2425
Union#H201#Chronic iridocyclitis,European,raredmgmtr,Chapter VII Diseases of the eye and adnexa,0.0693,282995,72,1,0.0138888888888889,282923,281,0.000993203097662615,14.1668,1.9614,102.3215
Union#H22#Disorders of iris and ciliary body in diseases classified elsewhere,European,raredmgmtr,Chapter VII Diseases of the eye and adnexa,0.0634,202658,67,1,0.0149253731343284,202591,197,0.000972402525284934,15.5664,2.1498,112.7127
Union#H221#Iridocyclitis in other diseases classified elsewhere,European,raredmgmtr,Chapter VII Diseases of the eye and adnexa,0.0457,191790,49,1,0.0204081632653061,191741,182,0.000949197093996589,21.9275,3.0105,159.7136
Union#H309#Chorioretinal inflammation unspecified,European,raredmgmtr,Chapter VII Diseases of the eye and adnexa,0.0571,282982,59,1,0.0169491525423729,282923,281,0.000993203097662615,17.3421,2.3937,125.6401
Union#H35#Other retinal disorders,European,raredmgmtr,Chapter VII Diseases of the eye and adnexa,0.0351,291677,18984,29,0.00152760219131901,272693,273,0.00100112580814322,1.5267,1.0408,2.2394
Union#H358#Other specified retinal disorders,European,raredmgmtr,Chapter VII Diseases of the eye and adnexa,0.0277,263325,2206,6,0.00271985494106981,261119,265,0.00101486295520433,2.6846,1.194,6.0363
Union#H400#Glaucoma suspect,European,raredmgmtr,Chapter VII Diseases of the eye and adnexa,0.0549,286393,3470,0,0,282923,281,0.000993203097662615,0,,
Union#H442#Degenerative myopia,European,raredmgmtr,Chapter VII Diseases of the eye and adnexa,0.0838,283403,480,2,0.00416666666666667,282923,281,0.000993203097662615,4.2085,1.0443,16.9601
Union#H535#Colour vision deficiencies,European,raredmgmtr,Chapter VII Diseases of the eye and adnexa,0.045,168105,48,1,0.0208333333333333,168057,160,0.000952057932725206,22.3267,3.0617,162.8099
Union#H540#Blindness binocular,European,raredmgmtr,Chapter VII Diseases of the eye and adnexa,0.0383,258874,716,3,0.00418994413407821,258158,263,0.00101875595565506,4.1259,1.319,12.9061
Union#H545#Severe visual impairment monocular,European,raredmgmtr,Chapter VII Diseases of the eye and adnexa,0.0018,282985,62,2,0.032258064516129,282923,281,0.000993203097662615,33.5281,8.1555,137.837
131237#Source of report of H69 (Other disorders of Eustachian tube),European,raredmgmtr,Chapter VIII Diseases of the ear and mastoid process,0.0485,394111,2551,6,0.00235201881615053,391560,396,0.00101133925835121,2.3288,1.0389,5.22
41202#H698#Other specified disorders of Eustachian tube,European,raredmgmtr,Chapter VIII Diseases of the ear and mastoid process,0.0765,449917,79,1,0.0126582278481013,449838,452,0.00100480617466732,12.7464,1.7693,91.8288
4803#Tinnitus,European,raredmgmtr,Chapter VIII Diseases of the ear and mastoid process,0.0163,133641,43156,25,0.00057929372509037,90485,90,0.000994639995579378,0.5822,0.3737,0.9069
Union#H69#Other disorders of Eustachian tube,European,raredmgmtr,Chapter VIII Diseases of the ear and mastoid process,0.05,199887,2551,6,0.00235201881615053,197336,200,0.00101349981757003,2.3238,1.0306,5.2395
Union#H931#Tinnitus,European,raredmgmtr,Chapter VIII Diseases of the ear and mastoid process,0.0233,214242,44486,26,0.000584453535943892,169756,160,0.000942529277315677,0.6199,0.4095,0.9383
