Phenotype,Ancestry,Collapsing model,Phenotypic category,P value,No. samples,No. cases,No. cases with QV,Proportion cases with QV,No. controls,No. controls with QV,Proportion controls with QV,Odds ratio,Odds ratio LCI,Odds ratio UCI
41202#G060#Intracranial abscess and granuloma,European,raredmgmtr,Chapter VI Diseases of the nervous system,0.071,253866,66,1,0.0151515151515152,253800,282,0.00111111111111111,13.8308,1.9125,100.0195
41202#G061#Intraspinal abscess and granuloma,European,raredmgmtr,Chapter VI Diseases of the nervous system,0.061,296261,57,1,0.0175438596491228,296204,326,0.001100592834668,16.2072,2.2368,117.4317
41202#G310#Circumscribed brain atrophy,European,raredmgmtr,Chapter VI Diseases of the nervous system,0.0606,302198,55,1,0.0181818181818182,302143,342,0.00113191435843293,16.3418,2.2543,118.4669
41202#G558#Nerve root and plexus compressions in other diseases classified elsewhere,European,raredmgmtr,Chapter VI Diseases of the nervous system,0.0337,419092,30,1,0.0333333333333333,419062,478,0.00114064267339916,30.1965,4.105,222.1272
41202#G619#Inflammatory polyneuropathy unspecified,European,raredmgmtr,Chapter VI Diseases of the nervous system,0.0392,419097,35,1,0.0285714285714286,419062,478,0.00114064267339916,25.7558,3.5185,188.5377
41202#G95#Other diseases of spinal cord,European,raredmgmtr,Chapter VI Diseases of the nervous system,0.0233,329072,528,3,0.00568181818181818,328544,373,0.00113531216518944,5.0275,1.6089,15.71
Union#Block G30-G32#G30-G32 Other degenerative diseases of the nervous system,European,raredmgmtr,Chapter VI Diseases of the nervous system,0.0975,280591,6710,3,0.000447093889716841,273881,314,0.00114648332670028,0.3897,0.125,1.2152
Union#Block G90-G99#G90-G99 Other disorders of the nervous system,European,raredmgmtr,Chapter VI Diseases of the nervous system,0.0706,296297,10138,18,0.00177549812586309,286159,322,0.00112524855063094,1.5789,0.9818,2.5392
Union#G06#Intracranial and intraspinal abscess and granuloma,European,raredmgmtr,Chapter VI Diseases of the nervous system,0.0588,254084,353,2,0.0056657223796034,253731,279,0.00109958972297433,5.1762,1.2831,20.8823
Union#G060#Intracranial abscess and granuloma,European,raredmgmtr,Chapter VI Diseases of the nervous system,0.0924,202660,93,1,0.010752688172043,202567,210,0.00103669403209802,10.474,1.453,75.5018
Union#G11#Hereditary ataxia,European,raredmgmtr,Chapter VI Diseases of the nervous system,0.0747,255382,392,2,0.00510204081632653,254990,290,0.00113729950194125,4.504,1.1171,18.1597
Union#G119#Hereditary ataxia unspecified,European,raredmgmtr,Chapter VI Diseases of the nervous system,0.028,299159,226,2,0.00884955752212389,298933,340,0.00113737860992262,7.8412,1.9411,31.6758
Union#G440#Cluster headache syndrome,European,raredmgmtr,Chapter VI Diseases of the nervous system,0.0292,299164,231,2,0.00865800865800866,298933,340,0.00113737860992262,7.67,1.8989,30.98
Union#G474#Narcolepsy and cataplexy,European,raredmgmtr,Chapter VI Diseases of the nervous system,0.0945,299020,87,1,0.0114942528735632,298933,340,0.00113737860992262,10.2118,1.4181,73.5359
Union#G50#Disorders of trigeminal nerve,European,raredmgmtr,Chapter VI Diseases of the nervous system,0.0567,221966,3121,0,0,218845,258,0.00117891658479746,0,,
Union#G544#Lumbosacral root disorders not elsewhere classified,European,raredmgmtr,Chapter VI Diseases of the nervous system,0.0893,299015,82,1,0.0121951219512195,298933,340,0.00113737860992262,10.8422,1.5046,78.1296
Union#G55#Nerve root and plexus compressions in diseases classified elsewhere,European,raredmgmtr,Chapter VI Diseases of the nervous system,0.0766,289551,8844,16,0.00180913613749435,280707,317,0.00112929139636703,1.6031,0.9697,2.6501
Union#G551#Nerve root and plexus compressions in intervertebral disc disorders,European,raredmgmtr,Chapter VI Diseases of the nervous system,0.0516,284798,7176,14,0.00195094760312152,277622,315,0.00113463630403931,1.7209,1.007,2.9408
Union#G609#Hereditary and idiopathic neuropathy unspecified,European,raredmgmtr,Chapter VI Diseases of the nervous system,0.06,230067,56,1,0.0178571428571429,230011,253,0.0010999473938203,16.5115,2.2761,119.7776
Union#G619#Inflammatory polyneuropathy unspecified,European,raredmgmtr,Chapter VI Diseases of the nervous system,0.049,298977,44,1,0.0227272727272727,298933,340,0.00113737860992262,20.4236,2.8044,148.7402
Union#G908#Other disorders of autonomic nervous system,European,raredmgmtr,Chapter VI Diseases of the nervous system,0.0565,298984,51,1,0.0196078431372549,298933,340,0.00113737860992262,17.5643,2.4194,127.514
Union#G939#Disorder of brain unspecified,European,raredmgmtr,Chapter VI Diseases of the nervous system,0.0027,255738,506,4,0.00790513833992095,255232,283,0.00110879513540622,7.1783,2.6652,19.3336
Union#G95#Other diseases of spinal cord,European,raredmgmtr,Chapter VI Diseases of the nervous system,0.0311,265023,2047,6,0.00293111871030777,262976,296,0.00112557799951326,2.6088,1.1612,5.8609
Union#G950#Syringomyelia and syringobulbia,European,raredmgmtr,Chapter VI Diseases of the nervous system,0.0955,299021,88,1,0.0113636363636364,298933,340,0.00113737860992262,10.0944,1.402,72.6812
Union#G959#Disease of spinal cord unspecified,European,raredmgmtr,Chapter VI Diseases of the nervous system,0.0627,258253,357,2,0.00560224089635854,257896,291,0.00112836182026864,4.9873,1.2365,20.1149
Union#G99#Other disorders of nervous system in diseases classified elsewhere,European,raredmgmtr,Chapter VI Diseases of the nervous system,0.0685,263403,2571,6,0.00233372228704784,260832,286,0.00109649122807018,2.131,0.9485,4.7877
Union#G992#Myelopathy in diseases classified elsewhere,European,raredmgmtr,Chapter VI Diseases of the nervous system,0.0414,265549,2300,6,0.00260869565217391,263249,283,0.00107502782536686,2.4304,1.0815,5.4613
131145#Source of report of H11 (Other disorders of conjunctiva),European,raredmgmtr,Chapter VII Diseases of the eye and adnexa,0.0676,450164,8111,15,0.00184934040192331,442053,503,0.00113787260803569,1.6264,0.9727,2.7194
131169#Source of report of H27 (Other disorders of lens),European,raredmgmtr,Chapter VII Diseases of the eye and adnexa,0.0509,459449,713,3,0.00420757363253857,458736,529,0.00115316870705591,3.6599,1.1738,11.4116
131183#Source of report of H35 (Other retinal disorders),European,raredmgmtr,Chapter VII Diseases of the eye and adnexa,0.0125,444061,17629,32,0.00181519087866583,426432,482,0.00113030917004352,1.607,1.1233,2.2991
41202#Block H10-H13#H10-H13 Disorders of conjunctiva,European,raredmgmtr,Chapter VII Diseases of the eye and adnexa,0.0058,380521,973,5,0.00513874614594039,379548,435,0.00114610009801132,4.5017,1.8601,10.8946
41202#Block H53-H54#H53-H54 Visual disturbances and blindness,European,raredmgmtr,Chapter VII Diseases of the eye and adnexa,0.0307,351901,1482,5,0.00337381916329285,350419,404,0.00115290552167548,2.9329,1.2123,7.0952
41202#H06#Disorders of lacrimal system and orbit in diseases classified elsewhere,European,raredmgmtr,Chapter VII Diseases of the eye and adnexa,0.0438,379587,39,1,0.0256410256410256,379548,435,0.00114610009801132,22.9348,3.1418,167.4198
41202#H062#Dysthyroid exophthalmos,European,raredmgmtr,Chapter VII Diseases of the eye and adnexa,0.0427,379586,38,1,0.0263157894736842,379548,435,0.00114610009801132,23.5547,3.2245,172.0629
41202#H11#Other disorders of conjunctiva,European,raredmgmtr,Chapter VII Diseases of the eye and adnexa,0.0037,380419,871,5,0.00574052812858783,379548,435,0.00114610009801132,5.0319,2.0786,12.181
41202#H110#Pterygium,European,raredmgmtr,Chapter VII Diseases of the eye and adnexa,0.0336,379796,248,2,0.00806451612903226,379548,435,0.00114610009801132,7.0856,1.7565,28.5822
41202#H111#Conjunctival degenerations and deposits,European,raredmgmtr,Chapter VII Diseases of the eye and adnexa,0.0779,304803,69,1,0.0144927536231884,304734,357,0.00117151351670637,12.5382,1.7362,90.5466
41202#H113#Conjunctival haemorrhage,European,raredmgmtr,Chapter VII Diseases of the eye and adnexa,0.0752,379616,68,1,0.0147058823529412,379548,435,0.00114610009801132,13.0078,1.8017,93.9123
41202#H278#Other specified disorders of lens,European,raredmgmtr,Chapter VII Diseases of the eye and adnexa,0.0317,326391,236,2,0.00847457627118644,326155,380,0.00116509021784121,7.3274,1.8151,29.5797
41202#H352#Other proliferative retinopathy,European,raredmgmtr,Chapter VII Diseases of the eye and adnexa,0.0591,379601,53,1,0.0188679245283019,379548,435,0.00114610009801132,16.7601,2.3118,121.5091
41202#H358#Other specified retinal disorders,European,raredmgmtr,Chapter VII Diseases of the eye and adnexa,0.0199,332649,899,4,0.00444938820912125,331750,373,0.00112434061793519,3.9705,1.4792,10.6582
41202#H509#Strabismus unspecified,European,raredmgmtr,Chapter VII Diseases of the eye and adnexa,0.0636,379903,355,2,0.00563380281690141,379548,435,0.00114610009801132,4.9378,1.2262,19.8847
41202#H53#Visual disturbances,European,raredmgmtr,Chapter VII Diseases of the eye and adnexa,0.0239,352111,1372,5,0.00364431486880466,350739,408,0.00116325814922207,3.1407,1.2981,7.5983
41202#H531#Subjective visual disturbances,European,raredmgmtr,Chapter VII Diseases of the eye and adnexa,0.0146,379706,158,2,0.0126582278481013,379548,435,0.00114610009801132,11.1734,2.761,45.2176
41202#H538#Other visual disturbances,European,raredmgmtr,Chapter VII Diseases of the eye and adnexa,0.0772,379945,397,2,0.00503778337531486,379548,435,0.00114610009801132,4.4128,1.0962,17.763
Union#Block H10-H13#H10-H13 Disorders of conjunctiva,European,raredmgmtr,Chapter VII Diseases of the eye and adnexa,0.057,285262,2339,6,0.00256519880290723,282923,325,0.00114872244391584,2.2363,0.9963,5.0196
Union#H025#Other disorders affecting eyelid function,European,raredmgmtr,Chapter VII Diseases of the eye and adnexa,0.082,283333,410,2,0.00487804878048781,282923,325,0.00114872244391584,4.2624,1.0579,17.1742
Union#H11#Other disorders of conjunctiva,European,raredmgmtr,Chapter VII Diseases of the eye and adnexa,0.096,278859,8111,15,0.00184934040192331,270748,313,0.00115605655443438,1.6008,0.9531,2.6886
Union#H110#Pterygium,European,raredmgmtr,Chapter VII Diseases of the eye and adnexa,0.0482,283225,302,2,0.00662251655629139,282923,325,0.00114872244391584,5.7969,1.437,23.3854
Union#H27#Other disorders of lens,European,raredmgmtr,Chapter VII Diseases of the eye and adnexa,0.0507,283636,713,3,0.00420757363253857,282923,325,0.00114872244391584,3.6741,1.176,11.4788
Union#H278#Other specified disorders of lens,European,raredmgmtr,Chapter VII Diseases of the eye and adnexa,0.054,283245,322,2,0.0062111801242236,282923,325,0.00114872244391584,5.4346,1.3475,21.9175
Union#H35#Other retinal disorders,European,raredmgmtr,Chapter VII Diseases of the eye and adnexa,0.0217,291677,18984,34,0.00179098187947745,272693,315,0.00115514516324218,1.5514,1.0888,2.2107
Union#H353#Degeneration of macula and posterior pole,European,raredmgmtr,Chapter VII Diseases of the eye and adnexa,0.0534,255189,10181,19,0.00186622139279049,245008,283,0.00115506432443022,1.6168,1.0157,2.5738
Union#H354#Peripheral retinal degeneration,European,raredmgmtr,Chapter VII Diseases of the eye and adnexa,0.0146,283359,436,3,0.00688073394495413,282923,325,0.00114872244391584,6.0245,1.9254,18.8507
Union#H359#Retinal disorder unspecified,European,raredmgmtr,Chapter VII Diseases of the eye and adnexa,0.0245,283131,208,2,0.00961538461538462,282923,325,0.00114872244391584,8.4421,2.0883,34.1277
Union#H521#Myopia,European,raredmgmtr,Chapter VII Diseases of the eye and adnexa,0.0616,264597,3922,9,0.00229474757776645,260675,314,0.00120456507144912,1.9071,0.9824,3.7024
131241#Source of report of H71 (Cholesteatoma of middle ear),European,raredmgmtr,Chapter VIII Diseases of the ear and mastoid process,0.01,410192,716,4,0.00558659217877095,409476,469,0.0011453662729928,4.8993,1.8261,13.1446
131243#Source of report of H72 (Perforation of tympanic membrane),European,raredmgmtr,Chapter VIII Diseases of the ear and mastoid process,0.0916,459449,2047,5,0.00244259892525647,457402,527,0.00115215936965733,2.1228,0.8789,5.1268
131247#Source of report of H74 (Other disorders of middle ear and mastoid),European,raredmgmtr,Chapter VIII Diseases of the ear and mastoid process,0.0878,426632,905,3,0.00331491712707182,425727,488,0.00114627449045985,2.8982,0.9297,9.0345
20002#1413#nasal|sinus disorder,European,raredmgmtr,Chapter VIII Diseases of the ear and mastoid process,0.0022,336864,6455,17,0.00263361735089078,330409,372,0.00112587732174366,2.3427,1.4399,3.8116
20002#1415#ear|vestibular disorder,European,raredmgmtr,Chapter VIII Diseases of the ear and mastoid process,0.0017,459351,6851,18,0.00262735367099693,452500,514,0.00113591160220994,2.3165,1.4469,3.7085
20002#1417#nasal polyps,European,raredmgmtr,Chapter VIII Diseases of the ear and mastoid process,0.011,254811,1990,7,0.00351758793969849,252821,299,0.00118265492186171,2.9813,1.4072,6.316
20002#27#ent disorder|not cancer,European,raredmgmtr,Chapter VIII Diseases of the ear and mastoid process,0.0000197,446638,16627,40,0.00240572562699224,430011,477,0.00110927394880596,2.1716,1.5721,2.9995
2247#Hearing difficulty/problems,European,raredmgmtr,Chapter VIII Diseases of the ear and mastoid process,0.0223,364333,114610,158,0.0013785882558241,249723,273,0.00109321127809613,1.2614,1.0368,1.5346
2257#Hearing difficulty/problems with background noise,European,raredmgmtr,Chapter VIII Diseases of the ear and mastoid process,0.0473,387744,170386,221,0.00129705492235278,217358,234,0.00107656492974724,1.2051,1.0026,1.4485
41202#Block H60-H62#H60-H62 Diseases of external ear,European,raredmgmtr,Chapter VIII Diseases of the ear and mastoid process,0.0637,415153,1846,5,0.00270855904658722,413307,472,0.0011420082408476,2.3755,0.983,5.7406
41202#Chapter VIII#Chapter VIII Diseases of the ear and mastoid process,European,raredmgmtr,Chapter VIII Diseases of the ear and mastoid process,0.0217,449651,9611,19,0.00197690146706898,440040,498,0.00113171529860922,1.7483,1.1052,2.7656
41202#H60#Otitis externa,European,raredmgmtr,Chapter VIII Diseases of the ear and mastoid process,0.0504,415141,711,3,0.00421940928270042,414430,477,0.00115097845233212,3.6772,1.1789,11.4697
41202#H601#Cellulitis of external ear,European,raredmgmtr,Chapter VIII Diseases of the ear and mastoid process,0.0151,450000,162,2,0.0123456790123457,449838,513,0.00114041054779721,10.9485,2.7073,44.2763
41202#H71#Cholesteatoma of middle ear,European,raredmgmtr,Chapter VIII Diseases of the ear and mastoid process,0.0041,390475,542,4,0.00738007380073801,389933,456,0.00116943167159486,6.3503,2.3646,17.0546
41202#H743#Other acquired abnormalities of ear ossicles,European,raredmgmtr,Chapter VIII Diseases of the ear and mastoid process,0.0414,449875,37,1,0.027027027027027,449838,513,0.00114041054779721,24.3299,3.3294,177.7945
41202#H811#Benign paroxysmal vertigo,European,raredmgmtr,Chapter VIII Diseases of the ear and mastoid process,0.0343,393165,624,3,0.00480769230769231,392541,440,0.00112090202042589,4.305,1.3793,13.4364
41202#H906#Mixed conductive and sensorineural hearing loss bilateral,European,raredmgmtr,Chapter VIII Diseases of the ear and mastoid process,0.0706,449902,64,1,0.015625,449838,513,0.00114041054779721,13.9028,1.9246,100.4321
Union#Block H60-H62#H60-H62 Diseases of external ear,European,raredmgmtr,Chapter VIII Diseases of the ear and mastoid process,0.0549,172338,2640,6,0.00227272727272727,169698,170,0.00100177963205223,2.2716,1.0054,5.1323
Union#Block H65-H75#H65-H75 Diseases of middle ear and mastoid,European,raredmgmtr,Chapter VIII Diseases of the ear and mastoid process,0.0284,182423,5012,11,0.00219473264166002,177411,191,0.001076596152437,2.0409,1.1107,3.75
Union#Block H90-H95#H90-H95 Other disorders of ear,European,raredmgmtr,Chapter VIII Diseases of the ear and mastoid process,0.0301,179045,16963,29,0.00170960325414137,162082,175,0.00107970039856369,1.5844,1.0692,2.3478
Union#Chapter VIII#Chapter VIII Diseases of the ear and mastoid process,European,raredmgmtr,Chapter VIII Diseases of the ear and mastoid process,0.0004438,198035,25703,48,0.00186748628564759,172332,176,0.00102128449736555,1.8301,1.3297,2.5189
Union#H601#Cellulitis of external ear,European,raredmgmtr,Chapter VIII Diseases of the ear and mastoid process,0.0226,211259,220,2,0.00909090909090909,211039,219,0.00103772288534347,8.8316,2.181,35.7627
Union#H66#Suppurative and unspecified otitis media,European,raredmgmtr,Chapter VIII Diseases of the ear and mastoid process,0.0739,211165,9561,16,0.00167346511871143,201604,208,0.00103172556100077,1.623,0.9757,2.6999
Union#H71#Cholesteatoma of middle ear,European,raredmgmtr,Chapter VIII Diseases of the ear and mastoid process,0.0063,169011,716,4,0.00558659217877095,168295,167,0.000992305178406964,5.6559,2.0924,15.2885
Union#H72#Perforation of tympanic membrane,European,raredmgmtr,Chapter VIII Diseases of the ear and mastoid process,0.0569,185032,2047,5,0.00244259892525647,182985,181,0.000989152116293685,2.473,1.0159,6.0198
Union#H721#Attic perforation of tympanic membrane,European,raredmgmtr,Chapter VIII Diseases of the ear and mastoid process,0.0356,143807,35,1,0.0285714285714286,143772,148,0.00102940767326044,28.5421,3.8816,209.8763
Union#H729#Perforation of tympanic membrane unspecified,European,raredmgmtr,Chapter VIII Diseases of the ear and mastoid process,0.0851,190915,982,3,0.00305498981670061,189933,197,0.00103720785750765,2.9514,0.9421,9.2459
Union#H738#Other specified disorders of tympanic membrane,European,raredmgmtr,Chapter VIII Diseases of the ear and mastoid process,0.0843,174428,494,2,0.00404858299595142,173934,168,0.000965883611024871,4.2046,1.04,16.9986
Union#H74#Other disorders of middle ear and mastoid,European,raredmgmtr,Chapter VIII Diseases of the ear and mastoid process,0.0719,175945,905,3,0.00331491712707182,175040,183,0.00104547531992687,3.1779,1.0136,9.9638
Union#H743#Other acquired abnormalities of ear ossicles,European,raredmgmtr,Chapter VIII Diseases of the ear and mastoid process,0.0078,211164,125,2,0.016,211039,219,0.00103772288534347,15.6528,3.8468,63.6929
Union#H81#Disorders of vestibular function,European,raredmgmtr,Chapter VIII Diseases of the ear and mastoid process,0.0494,198478,12470,21,0.00168404170008019,186008,197,0.00105909423250613,1.5911,1.0142,2.496
Union#H811#Benign paroxysmal vertigo,European,raredmgmtr,Chapter VIII Diseases of the ear and mastoid process,0.0058,190813,1493,6,0.00401875418620228,189320,199,0.00105113036129305,3.8347,1.6995,8.6523
Union#H903#Sensorineural hearing loss bilateral,European,raredmgmtr,Chapter VIII Diseases of the ear and mastoid process,0.0892,172477,990,3,0.00303030303030303,171487,180,0.00104964224693417,2.8927,0.9226,9.0694
Union#H918#Other specified hearing loss,European,raredmgmtr,Chapter VIII Diseases of the ear and mastoid process,0.0141,332656,170434,221,0.00129668962765645,162222,163,0.00100479589698068,1.2909,1.0543,1.5806
Union#H919#Hearing loss unspecified,European,raredmgmtr,Chapter VIII Diseases of the ear and mastoid process,0.003,273850,117688,162,0.0013765209707022,156162,153,0.000979751796211626,1.4055,1.1267,1.7533
Union#H92#Otalgia and effusion of ear,European,raredmgmtr,Chapter VIII Diseases of the ear and mastoid process,0.0511,209946,15051,24,0.00159457843332669,194895,201,0.00103132455937813,1.547,1.0128,2.363
Union#H938#Other specified disorders of ear,European,raredmgmtr,Chapter VIII Diseases of the ear and mastoid process,0.0655,211104,65,1,0.0153846153846154,211039,219,0.00103772288534347,15.0414,2.0774,108.9074
131287#Source of report of I10 (Essential (primary) hypertension) hypertension),European,raredmgmtr,Chapter IX Diseases of the circulatory system,0.0198,399403,183262,188,0.00102585369580164,216141,277,0.00128157082645125,0.8003,0.6649,0.9632
131299#Source of report of I21 (Acute myocardial infarction),European,raredmgmtr,Chapter IX Diseases of the circulatory system,0.0608,283146,22836,16,0.00070064809949203,260310,298,0.00114478890553571,0.6118,0.3699,1.0118
131355#Source of report of I50 (Heart failure),European,raredmgmtr,Chapter IX Diseases of the circulatory system,0.0074,328199,19289,10,0.000518430193374462,308910,358,0.00115891359943025,0.4471,0.2384,0.8382
131389#Source of report of I74 (Arterial embolism and thrombosis),European,raredmgmtr,Chapter IX Diseases of the circulatory system,0.0953,307771,2124,5,0.00235404896421846,305647,343,0.00112220960781555,2.1003,0.8677,5.0835
131407#Source of report of I85 (Oesophageal varices),European,raredmgmtr,Chapter IX Diseases of the circulatory system,0.0478,323175,1202,4,0.00332778702163062,321973,359,0.0011150003261143,2.9912,1.1147,8.0265
20002#1065#hypertension,European,raredmgmtr,Chapter IX Diseases of the circulatory system,0.0206,374038,122228,118,0.000965408907942534,251810,312,0.00123902942694889,0.779,0.6302,0.9628
40002#Block I10-I15#I10-I15 Hypertensive diseases,European,raredmgmtr,Chapter IX Diseases of the circulatory system,0.0977,303284,3259,7,0.0021478981282602,300025,326,0.00108657611865678,1.9789,0.9352,4.1872
40002#Block I70-I79#I70-I79 Diseases of arteries arterioles and capillaries,European,raredmgmtr,Chapter IX Diseases of the circulatory system,0.0589,268528,786,3,0.00381679389312977,267742,297,0.00110927684113811,3.4501,1.104,10.7821
40002#I10#Essential (primary) hypertension,European,raredmgmtr,Chapter IX Diseases of the circulatory system,0.0496,310160,2822,7,0.00248051027639972,307338,355,0.00115508007470602,2.1503,1.0168,4.5477
40002#I45#Other conduction disorders,European,raredmgmtr,Chapter IX Diseases of the circulatory system,0.0401,291636,35,1,0.0285714285714286,291601,340,0.00116597679706174,25.1956,3.4391,184.5879
40002#I73#Other peripheral vascular diseases,European,raredmgmtr,Chapter IX Diseases of the circulatory system,0.0874,257348,433,2,0.0046189376443418,256915,290,0.001128778000506,4.1063,1.0188,16.5508
40002#I739#Peripheral vascular disease unspecified,European,raredmgmtr,Chapter IX Diseases of the circulatory system,0.0858,256160,431,2,0.00464037122969838,255729,287,0.00112228179048915,4.1494,1.0294,16.7254
40002#I74#Arterial embolism and thrombosis,European,raredmgmtr,Chapter IX Diseases of the circulatory system,0.044,288863,39,1,0.0256410256410256,288824,332,0.00114948896213611,22.8672,3.1304,167.0409
41202#Block I30-I52#I30-I52 Other forms of heart disease,European,raredmgmtr,Chapter IX Diseases of the circulatory system,0.0368,272795,31523,23,0.000729625987374298,241272,275,0.00113979243343612,0.6399,0.4181,0.9793
41202#I200#Unstable angina,European,raredmgmtr,Chapter IX Diseases of the circulatory system,0.0246,234681,5575,1,0.000179372197309417,229106,267,0.00116539942210156,0.1538,0.0216,1.0958
41202#I21#Acute myocardial infarction,European,raredmgmtr,Chapter IX Diseases of the circulatory system,0.0373,215244,14369,8,0.000556754123460227,200875,232,0.00115494710640946,0.4818,0.238,0.975
41202#I210#Acute transmural myocardial infarction of anterior wall,European,raredmgmtr,Chapter IX Diseases of the circulatory system,0.0814,188865,2593,0,0,186272,224,0.00120254251846762,0,,
41202#I35#Nonrheumatic aortic valve disorders,European,raredmgmtr,Chapter IX Diseases of the circulatory system,0.0834,229911,2712,0,0,227199,271,0.00119278694008336,0,,
41202#I460#Cardiac arrest with successful resuscitation,European,raredmgmtr,Chapter IX Diseases of the circulatory system,0.0847,209064,397,2,0.00503778337531486,208667,252,0.00120766580245079,4.1876,1.0379,16.8953
41202#I50#Heart failure,European,raredmgmtr,Chapter IX Diseases of the circulatory system,0.0052,234121,5294,0,0,228827,259,0.00113185943966403,0,,
41202#I500#Congestive heart failure,European,raredmgmtr,Chapter IX Diseases of the circulatory system,0.055,227724,3086,0,0,224638,256,0.00113961128571301,0,,
41202#I82#Other venous embolism and thrombosis,European,raredmgmtr,Chapter IX Diseases of the circulatory system,0.0711,348313,368,2,0.00543478260869565,347945,410,0.00117834715256722,4.6319,1.1502,18.654
41202#I822#Embolism and thrombosis of vena cava,European,raredmgmtr,Chapter IX Diseases of the circulatory system,0.0685,348005,60,1,0.0166666666666667,347945,410,0.00117834715256722,14.3669,1.9858,103.9425
41202#I831#Varicose veins of lower extremities with inflammation,European,raredmgmtr,Chapter IX Diseases of the circulatory system,0.0418,301093,655,3,0.00458015267175573,300438,347,0.00115498039528954,3.9792,1.2738,12.4307
41202#I98#Other disorders of circulatory system in diseases classified elsewhere,European,raredmgmtr,Chapter IX Diseases of the circulatory system,0.029,210254,219,2,0.0091324200913242,210035,251,0.00119503892208441,7.7032,1.9038,31.169
41202#I982#Oesophageal varices without bleeding in diseases classified elsewhere,European,raredmgmtr,Chapter IX Diseases of the circulatory system,0.0207,204094,185,2,0.0108108108108108,203909,240,0.00117699562059546,9.2745,2.2889,37.5808
42001#Source of myocardial infarction report,European,raredmgmtr,Chapter IX Diseases of the circulatory system,0.0316,287249,25499,18,0.000705910035687674,261750,307,0.00117287488061127,0.6016,0.3739,0.9678
42003#Source of STEMI report,European,raredmgmtr,Chapter IX Diseases of the circulatory system,0.0726,266673,6981,3,0.000429737859905458,259692,304,0.00117061750073164,0.3668,0.1176,1.144
42005#Source of NSTEMI report,European,raredmgmtr,Chapter IX Diseases of the circulatory system,0.0601,294407,10887,6,0.000551116009920088,283520,330,0.00116393905191874,0.4732,0.211,1.0612
6150#4#High blood pressure,European,raredmgmtr,Chapter IX Diseases of the circulatory system,0.0356,403783,123399,123,0.000996766586439112,280384,348,0.00124115498744579,0.8029,0.6536,0.9863
Union#Block I00-I02#I00-I02 Acute rheumatic fever,European,raredmgmtr,Chapter IX Diseases of the circulatory system,0.076,193137,66,1,0.0151515151515152,193071,230,0.00119127160474644,12.8991,1.7823,93.3544
Union#Block I10-I15#I10-I15 Hypertensive diseases,European,raredmgmtr,Chapter IX Diseases of the circulatory system,0.0867,291188,145436,148,0.00101762974779284,145752,180,0.00123497447719414,0.8238,0.6627,1.0241
Union#I139#Hypertensive heart and renal disease unspecified,European,raredmgmtr,Chapter IX Diseases of the circulatory system,0.0668,105162,60,1,0.0166666666666667,105102,120,0.00114174801621282,14.828,2.0378,107.8937
Union#I21#Acute myocardial infarction,European,raredmgmtr,Chapter IX Diseases of the circulatory system,0.05,132776,26883,20,0.000743964587285645,105893,126,0.00118988035092027,0.625,0.3898,1.0019
Union#I210#Acute transmural myocardial infarction of anterior wall,European,raredmgmtr,Chapter IX Diseases of the circulatory system,0.0789,100546,2847,0,0,97699,107,0.00109520056500067,0,,
Union#I213#Acute transmural myocardial infarction of unspecified site,European,raredmgmtr,Chapter IX Diseases of the circulatory system,0.0492,104854,7023,3,0.000427167876975651,97831,124,0.00126749189929572,0.3367,0.1071,1.0587
Union#I214#Acute subendocardial myocardial infarction,European,raredmgmtr,Chapter IX Diseases of the circulatory system,0.0302,120167,11573,6,0.000518448111984792,108594,132,0.00121553676998729,0.4262,0.188,0.9662
Union#I252#Old myocardial infarction,European,raredmgmtr,Chapter IX Diseases of the circulatory system,0.0906,124360,18678,13,0.000696005996359353,105682,122,0.00115440661607464,0.6026,0.3401,1.0678
Union#I258#Other forms of chronic ischaemic heart disease,European,raredmgmtr,Chapter IX Diseases of the circulatory system,0.0623,108634,8712,4,0.000459136822773186,99922,115,0.00115089770020616,0.3987,0.1471,1.0806
Union#I259#Chronic ischaemic heart disease unspecified,European,raredmgmtr,Chapter IX Diseases of the circulatory system,0.0874,141341,29687,26,0.000875804224071142,111654,141,0.00126282981353109,0.6933,0.4562,1.0536
Union#I447#Left bundle-branch block unspecified,European,raredmgmtr,Chapter IX Diseases of the circulatory system,0.0232,137617,5706,1,0.000175254118471784,131911,152,0.00115229207571772,0.1519,0.0213,1.0859
Union#I50#Heart failure,European,raredmgmtr,Chapter IX Diseases of the circulatory system,0.0088,139606,19291,10,0.00051837644497434,120315,139,0.00115530066907701,0.4484,0.236,0.852
Union#I500#Congestive heart failure,European,raredmgmtr,Chapter IX Diseases of the circulatory system,0.0094,128531,8084,2,0.00024740227610094,120447,145,0.00120384899582389,0.2053,0.0509,0.829
Union#I501#Left ventricular failure,European,raredmgmtr,Chapter IX Diseases of the circulatory system,0.0191,122898,9580,4,0.000417536534446764,113318,141,0.00124428599163416,0.3353,0.1241,0.906
Union#I517#Cardiomegaly,European,raredmgmtr,Chapter IX Diseases of the circulatory system,0.0254,133195,10343,5,0.000483418737310258,122852,155,0.00126168072151858,0.3829,0.1571,0.933
Union#I700#Atherosclerosis of aorta,European,raredmgmtr,Chapter IX Diseases of the circulatory system,0.0896,130074,1470,4,0.00272108843537415,128604,145,0.00112749214643401,2.4173,0.8939,6.5364
